HCPCS,Mod,Mod2,CATG,TX (NR),TX (R),Description
E2395,RR,KE,IN,0,6.76,Caster wheel excludes tire
E2395,RR,KU,IN,6.71,0,Caster wheel excludes tire
E2395,UE,,IN,39.55,47,Caster wheel excludes tire
E2395,UE,KE,IN,0,50.65,Caster wheel excludes tire
E2395,UE,KU,IN,50.25,0,Caster wheel excludes tire
E2396,NU,,IN,61.13,69.44,Caster fork
E2396,NU,KE,IN,0,74.81,Caster fork
E2396,NU,KU,IN,69.42,0,Caster fork
E2396,RR,,IN,6.11,7.22,Caster fork
E2396,RR,KE,IN,0,7.76,Caster fork
E2396,RR,KU,IN,7.42,0,Caster fork
E2396,UE,,IN,45.85,52.09,Caster fork
E2396,UE,KE,IN,0,56.12,Caster fork
E2396,UE,KU,IN,52.1,0,Caster fork
E2397,NU,,IN,532.45,590.2,"Pwc acc, lith-based battery"
E2397,NU,KU,IN,590.19,0,"Pwc acc, lith-based battery"
E2397,RR,,IN,53.25,59.02,"Pwc acc, lith-based battery"
E2397,RR,KU,IN,59.04,0,"Pwc acc, lith-based battery"
E2397,UE,,IN,399.34,442.61,"Pwc acc, lith-based battery"
E2397,UE,KU,IN,442.61,0,"Pwc acc, lith-based battery"
E2398,NU,,IN,163.49,0,Wc dynamic pos back hardware
E2398,NU,KU,IN,163.49,0,Wc dynamic pos back hardware
E2398,RR,,IN,16.35,0,Wc dynamic pos back hardware
E2398,RR,KU,IN,16.35,0,Wc dynamic pos back hardware
E2398,UE,,IN,122.6,0,Wc dynamic pos back hardware
E2398,UE,KU,IN,122.6,0,Wc dynamic pos back hardware
E2402,RR,,CR,798.02,1504.41,Neg press wound therapy pump
E2500,NU,,IN,557.3,0,Sgd digitized pre-rec <=8min
E2500,RR,,IN,55.73,0,Sgd digitized pre-rec <=8min
E2500,UE,,IN,417.97,0,Sgd digitized pre-rec <=8min
E2502,NU,,IN,1704.17,0,Sgd prerec msg >8min <=20min
E2502,RR,,IN,170.44,0,Sgd prerec msg >8min <=20min
E2502,UE,,IN,1278.14,0,Sgd prerec msg >8min <=20min
E2504,NU,,IN,2248.05,0,Sgd prerec msg>20min <=40min
E2504,RR,,IN,224.83,0,Sgd prerec msg>20min <=40min
E2504,UE,,IN,1686.04,0,Sgd prerec msg>20min <=40min
E2506,NU,,IN,3296.27,0,Sgd prerec msg > 40 min
E2506,RR,,IN,329.61,0,Sgd prerec msg > 40 min
E2506,UE,,IN,2472.16,0,Sgd prerec msg > 40 min
E2508,NU,,IN,5097.15,0,Sgd spelling phys contact
E2508,RR,,IN,509.71,0,Sgd spelling phys contact
E2508,UE,,IN,3822.88,0,Sgd spelling phys contact
E2510,NU,,IN,9645.69,0,Sgd w multi methods msg/accs
E2510,RR,,IN,964.56,0,Sgd w multi methods msg/accs
E2510,UE,,IN,7234.25,0,Sgd w multi methods msg/accs
E2511,NU,,IN,0,0,Sgd sftwre prgrm for pc/pda
E2511,RR,,IN,0,0,Sgd sftwre prgrm for pc/pda
E2511,UE,,IN,0,0,Sgd sftwre prgrm for pc/pda
E2512,NU,,IN,0,0,"Sgd accessory, mounting sys"
E2512,RR,,IN,0,0,"Sgd accessory, mounting sys"
E2512,UE,,IN,0,0,"Sgd accessory, mounting sys"
E2513,NU,,IN,4491,0,"Sgd accessory, emg sensor"
E2513,RR,,IN,449.12,0,"Sgd accessory, emg sensor"
E2513,UE,,IN,3368.26,0,"Sgd accessory, emg sensor"
E2601,NU,,IN,45.42,63.63,Gen w/c cushion wdth < 22 in
E2601,NU,KE,IN,0,69.07,Gen w/c cushion wdth < 22 in
E2601,NU,KU,IN,75.12,0,Gen w/c cushion wdth < 22 in
E2601,RR,,IN,4.54,6.38,Gen w/c cushion wdth < 22 in
E2601,RR,KE,IN,0,6.92,Gen w/c cushion wdth < 22 in
E2601,RR,KU,IN,7.52,0,Gen w/c cushion wdth < 22 in
E2601,UE,,IN,34.07,47.73,Gen w/c cushion wdth < 22 in
E2601,UE,KE,IN,0,51.82,Gen w/c cushion wdth < 22 in
E2601,UE,KU,IN,56.34,0,Gen w/c cushion wdth < 22 in
E2602,NU,,IN,98.2,129.54,Gen w/c cushion wdth >=22 in
E2602,NU,KE,IN,0,140.17,Gen w/c cushion wdth >=22 in
E2602,NU,KU,IN,146.66,0,Gen w/c cushion wdth >=22 in
E2602,RR,,IN,9.82,12.96,Gen w/c cushion wdth >=22 in
E2602,RR,KE,IN,0,14.02,Gen w/c cushion wdth >=22 in
E2602,RR,KU,IN,14.69,0,Gen w/c cushion wdth >=22 in
E2602,UE,,IN,73.65,97.16,Gen w/c cushion wdth >=22 in
E2602,UE,KE,IN,0,105.13,Gen w/c cushion wdth >=22 in
E2602,UE,KU,IN,110.02,0,Gen w/c cushion wdth >=22 in
E2603,NU,,IN,123.75,161.99,Skin protect wc cus wd <22in
E2603,NU,KE,IN,0,175.49,Skin protect wc cus wd <22in
E2603,NU,KU,IN,186.19,0,Skin protect wc cus wd <22in
E2603,RR,,IN,12.38,16.21,Skin protect wc cus wd <22in
E2603,RR,KE,IN,0,17.56,Skin protect wc cus wd <22in
E2603,RR,KU,IN,18.64,0,Skin protect wc cus wd <22in
E2603,UE,,IN,92.81,121.5,Skin protect wc cus wd <22in
E2603,UE,KE,IN,0,131.63,Skin protect wc cus wd <22in
E2603,UE,KU,IN,139.67,0,Skin protect wc cus wd <22in
E2604,NU,,IN,180.38,213.28,Skin protect wc cus wd>=22in
E2604,NU,KE,IN,0,230.06,Skin protect wc cus wd>=22in
E2604,NU,KU,IN,231.45,0,Skin protect wc cus wd>=22in
E2604,RR,,IN,18.04,21.33,Skin protect wc cus wd>=22in
E2604,RR,KE,IN,0,23,Skin protect wc cus wd>=22in
E2604,RR,KU,IN,23.14,0,Skin protect wc cus wd>=22in
E2604,UE,,IN,135.29,159.98,Skin protect wc cus wd>=22in
E2604,UE,KE,IN,0,172.57,Skin protect wc cus wd>=22in
E2604,UE,KU,IN,173.58,0,Skin protect wc cus wd>=22in
E2605,NU,,IN,253.76,305.91,Position wc cush wdth <22 in
E2605,NU,KE,IN,0,329.89,Position wc cush wdth <22 in
E2605,NU,KU,IN,330.63,0,Position wc cush wdth <22 in
E2605,RR,,IN,25.38,30.6,Position wc cush wdth <22 in
E2605,RR,KE,IN,0,33,Position wc cush wdth <22 in
E2605,RR,KU,IN,33.07,0,Position wc cush wdth <22 in
E2605,UE,,IN,190.32,229.45,Position wc cush wdth <22 in
E2605,UE,KE,IN,0,247.44,Position wc cush wdth <22 in
E2605,UE,KU,IN,248.01,0,Position wc cush wdth <22 in
E2606,NU,,IN,409.48,483.35,Position wc cush wdth>=22 in
E2606,NU,KE,IN,0,520.75,Position wc cush wdth>=22 in
E2606,NU,KU,IN,515.8,0,Position wc cush wdth>=22 in
E2606,RR,,IN,40.95,48.34,Position wc cush wdth>=22 in
E2606,RR,KE,IN,0,52.08,Position wc cush wdth>=22 in
E2606,RR,KU,IN,51.59,0,Position wc cush wdth>=22 in
E2606,UE,,IN,307.11,362.5,Position wc cush wdth>=22 in
E2606,UE,KE,IN,0,390.55,Position wc cush wdth>=22 in
E2606,UE,KU,IN,386.81,0,Position wc cush wdth>=22 in
E2607,NU,,IN,246.31,314.14,Skin pro/pos wc cus wd <22in
E2607,NU,KE,IN,0,339.95,Skin pro/pos wc cus wd <22in
E2607,NU,KU,IN,356.03,0,Skin pro/pos wc cus wd <22in
E2607,RR,,IN,24.63,31.41,Skin pro/pos wc cus wd <22in
E2607,RR,KE,IN,0,34,Skin pro/pos wc cus wd <22in
E2607,RR,KU,IN,35.61,0,Skin pro/pos wc cus wd <22in
E2607,UE,,IN,184.74,235.61,Skin pro/pos wc cus wd <22in
E2607,UE,KE,IN,0,254.97,Skin pro/pos wc cus wd <22in
E2607,UE,KU,IN,267.03,0,Skin pro/pos wc cus wd <22in
E2608,NU,,IN,314.77,385.28,Skin pro/pos wc cus wd>=22in
E2608,NU,KE,IN,0,416.28,Skin pro/pos wc cus wd>=22in
E2608,NU,KU,IN,427.55,0,Skin pro/pos wc cus wd>=22in
E2608,RR,,IN,31.48,38.52,Skin pro/pos wc cus wd>=22in
E2608,RR,KE,IN,0,41.62,Skin pro/pos wc cus wd>=22in
E2608,RR,KU,IN,42.75,0,Skin pro/pos wc cus wd>=22in
E2608,UE,,IN,236.08,288.96,Skin pro/pos wc cus wd>=22in
E2608,UE,KE,IN,0,312.21,Skin pro/pos wc cus wd>=22in
E2608,UE,KU,IN,320.67,0,Skin pro/pos wc cus wd>=22in
E2611,NU,,IN,184.92,296.61,Gen use back cush wdth <22in
E2611,NU,KE,IN,0,324.42,Gen use back cush wdth <22in
E2611,NU,KU,IN,383.68,0,Gen use back cush wdth <22in
E2611,RR,,IN,18.49,29.65,Gen use back cush wdth <22in
E2611,RR,KE,IN,0,32.43,Gen use back cush wdth <22in
E2611,RR,KU,IN,38.35,0,Gen use back cush wdth <22in
E2611,UE,,IN,138.69,222.47,Gen use back cush wdth <22in
E2611,UE,KE,IN,0,243.34,Gen use back cush wdth <22in
E2611,UE,KU,IN,287.77,0,Gen use back cush wdth <22in
E2612,NU,,IN,365.15,463.99,Gen use back cush wdth>=22in
E2612,NU,KE,IN,0,501.62,Gen use back cush wdth>=22in
E2612,NU,KU,IN,519.02,0,Gen use back cush wdth>=22in
E2612,RR,,IN,36.52,46.4,Gen use back cush wdth>=22in
E2612,RR,KE,IN,0,50.16,Gen use back cush wdth>=22in
E2612,RR,KU,IN,51.9,0,Gen use back cush wdth>=22in
E2612,UE,,IN,273.87,347.99,Gen use back cush wdth>=22in
E2612,UE,KE,IN,0,376.21,Gen use back cush wdth>=22in
E2612,UE,KU,IN,389.23,0,Gen use back cush wdth>=22in
E2613,NU,,IN,371.06,448.32,Position back cush wd <22in
E2613,NU,KE,IN,0,483.32,Position back cush wd <22in
E2613,NU,KU,IN,482.79,0,Position back cush wd <22in
E2613,RR,,IN,37.11,44.84,Position back cush wd <22in
E2613,RR,KE,IN,0,48.34,Position back cush wd <22in
E2613,RR,KU,IN,48.29,0,Position back cush wd <22in
E2613,UE,,IN,278.3,336.24,Position back cush wd <22in
E2613,UE,KE,IN,0,362.49,Position back cush wd <22in
E2613,UE,KU,IN,362.08,0,Position back cush wd <22in
E2614,NU,,IN,546.92,639.38,Position back cush wd>=22in
E2614,NU,KE,IN,0,687.82,Position back cush wd>=22in
E2614,NU,KU,IN,668.14,0,Position back cush wd>=22in
E2614,RR,,IN,54.69,63.94,Position back cush wd>=22in
E2614,RR,KE,IN,0,68.78,Position back cush wd>=22in
E2614,RR,KU,IN,66.81,0,Position back cush wd>=22in
E2614,UE,,IN,410.2,479.55,Position back cush wd>=22in
E2614,UE,KE,IN,0,515.88,Position back cush wd>=22in
E2614,UE,KU,IN,501.13,0,Position back cush wd>=22in
E2615,NU,,IN,424.17,513.83,Pos back post/lat wdth <22in
E2615,NU,KE,IN,0,554.11,Pos back post/lat wdth <22in
E2615,NU,KU,IN,555.58,0,Pos back post/lat wdth <22in
E2615,RR,,IN,42.42,51.39,Pos back post/lat wdth <22in
E2615,RR,KE,IN,0,55.42,Pos back post/lat wdth <22in
E2615,RR,KU,IN,55.57,0,Pos back post/lat wdth <22in
E2615,UE,,IN,318.13,385.38,Pos back post/lat wdth <22in
E2615,UE,KE,IN,0,415.59,Pos back post/lat wdth <22in
E2615,UE,KU,IN,416.68,0,Pos back post/lat wdth <22in
E2616,NU,,IN,571.15,691.68,Pos back post/lat wdth>=22in
E2616,NU,KE,IN,0,745.88,Pos back post/lat wdth>=22in
E2616,NU,KU,IN,747.55,0,Pos back post/lat wdth>=22in
E2616,RR,,IN,57.12,69.17,Pos back post/lat wdth>=22in
E2616,RR,KE,IN,0,74.59,Pos back post/lat wdth>=22in
E2616,RR,KU,IN,74.75,0,Pos back post/lat wdth>=22in
E2616,UE,,IN,428.37,518.77,Pos back post/lat wdth>=22in
E2616,UE,KE,IN,0,559.42,Pos back post/lat wdth>=22in
E2616,UE,KU,IN,560.65,0,Pos back post/lat wdth>=22in
E2619,NU,,IN,61.28,62.16,Replace cover w/c seat cush
E2619,NU,KE,IN,0,66.73,Replace cover w/c seat cush
E2619,NU,KU,IN,63.02,0,Replace cover w/c seat cush
E2619,RR,,IN,6.13,6.22,Replace cover w/c seat cush
E2619,RR,KE,IN,0,6.67,Replace cover w/c seat cush
E2619,RR,KU,IN,6.28,0,Replace cover w/c seat cush
E2619,UE,,IN,45.96,46.64,Replace cover w/c seat cush
E2619,UE,KE,IN,0,50.07,Replace cover w/c seat cush
E2619,UE,KU,IN,47.32,0,Replace cover w/c seat cush
E2620,NU,,IN,463.38,589.37,Wc planar back cush wd <22in
E2620,NU,KE,IN,0,638.15,Wc planar back cush wd <22in
E2620,NU,KU,IN,672.73,0,Wc planar back cush wd <22in
E2620,RR,,IN,46.34,58.94,Wc planar back cush wd <22in
E2620,RR,KE,IN,0,63.82,Wc planar back cush wd <22in
E2620,RR,KU,IN,67.29,0,Wc planar back cush wd <22in
E2620,UE,,IN,347.53,442.04,Wc planar back cush wd <22in
E2620,UE,KE,IN,0,478.62,Wc planar back cush wd <22in
E2620,UE,KU,IN,504.58,0,Wc planar back cush wd <22in
E2621,NU,,IN,545.31,652.67,Wc planar back cush wd>=22in
E2621,NU,KE,IN,0,703.86,Wc planar back cush wd>=22in
E2621,NU,KU,IN,705.99,0,Wc planar back cush wd>=22in
E2621,RR,,IN,54.53,65.27,Wc planar back cush wd>=22in
E2621,RR,KE,IN,0,70.39,Wc planar back cush wd>=22in
E2621,RR,KU,IN,70.59,0,Wc planar back cush wd>=22in
E2621,UE,,IN,408.98,489.5,Wc planar back cush wd>=22in
E2621,UE,KE,IN,0,527.89,Wc planar back cush wd>=22in
E2621,UE,KU,IN,529.51,0,Wc planar back cush wd>=22in
E2622,NU,,IN,388.75,397.95,Adj skin pro w/c cus wd<22in
E2622,NU,KE,IN,0,427.46,Adj skin pro w/c cus wd<22in
E2622,NU,KU,IN,407.15,0,Adj skin pro w/c cus wd<22in
E2622,RR,,IN,38.88,39.8,Adj skin pro w/c cus wd<22in
E2622,RR,KE,IN,0,42.75,Adj skin pro w/c cus wd<22in
E2622,RR,KU,IN,40.74,0,Adj skin pro w/c cus wd<22in
E2622,UE,,IN,291.56,298.46,Adj skin pro w/c cus wd<22in
E2622,UE,KE,IN,0,320.6,Adj skin pro w/c cus wd<22in
E2622,UE,KU,IN,305.37,0,Adj skin pro w/c cus wd<22in
E2623,NU,,IN,491.6,504.84,Adj skin pro wc cus wd>=22in
E2623,NU,KE,IN,0,542.4,Adj skin pro wc cus wd>=22in
E2623,NU,KU,IN,518.07,0,Adj skin pro wc cus wd>=22in
E2623,RR,,IN,49.16,50.49,Adj skin pro wc cus wd>=22in
E2623,RR,KE,IN,0,54.25,Adj skin pro wc cus wd>=22in
E2623,RR,KU,IN,51.83,0,Adj skin pro wc cus wd>=22in
E2623,UE,,IN,368.7,378.62,Adj skin pro wc cus wd>=22in
E2623,UE,KE,IN,0,406.79,Adj skin pro wc cus wd>=22in
E2623,UE,KU,IN,388.56,0,Adj skin pro wc cus wd>=22in
E2624,NU,,IN,395.03,402.76,Adj skin pro/pos cus<22in
E2624,NU,KE,IN,0,432.53,Adj skin pro/pos cus<22in
E2624,NU,KU,IN,410.5,0,Adj skin pro/pos cus<22in
E2624,RR,,IN,39.51,40.28,Adj skin pro/pos cus<22in
E2624,RR,KE,IN,0,43.26,Adj skin pro/pos cus<22in
E2624,RR,KU,IN,41.07,0,Adj skin pro/pos cus<22in
E2624,UE,,IN,296.28,302.09,Adj skin pro/pos cus<22in
E2624,UE,KE,IN,0,324.41,Adj skin pro/pos cus<22in
E2624,UE,KU,IN,307.9,0,Adj skin pro/pos cus<22in
E2625,NU,,IN,488.89,504.27,Adj skin pro/pos wc cus>=22
E2625,NU,KE,IN,0,541.95,Adj skin pro/pos wc cus>=22
E2625,NU,KU,IN,519.67,0,Adj skin pro/pos wc cus>=22
E2625,RR,,IN,48.89,50.42,Adj skin pro/pos wc cus>=22
E2625,RR,KE,IN,0,54.19,Adj skin pro/pos wc cus>=22
E2625,RR,KU,IN,51.94,0,Adj skin pro/pos wc cus>=22
E2625,UE,,IN,366.67,378.2,Adj skin pro/pos wc cus>=22
E2625,UE,KE,IN,0,406.46,Adj skin pro/pos wc cus>=22
E2625,UE,KU,IN,389.76,0,Adj skin pro/pos wc cus>=22
E2626,NU,,IN,756.09,822.5,Seo mobile arm sup att to wc
E2626,NU,KU,IN,822.52,0,Seo mobile arm sup att to wc
E2626,RR,,IN,75.61,82.28,Seo mobile arm sup att to wc
E2626,RR,KU,IN,82.27,0,Seo mobile arm sup att to wc
E2626,UE,,IN,567.07,616.92,Seo mobile arm sup att to wc
E2626,UE,KU,IN,616.95,0,Seo mobile arm sup att to wc
E2627,NU,,IN,1216.08,1372.34,Arm supp att to wc rancho ty
E2627,NU,KU,IN,1412.49,0,Arm supp att to wc rancho ty
E2627,RR,,IN,121.61,137.25,Arm supp att to wc rancho ty
E2627,RR,KU,IN,141.3,0,Arm supp att to wc rancho ty
E2627,UE,,IN,912.06,1029.25,Arm supp att to wc rancho ty
E2627,UE,KU,IN,1059.34,0,Arm supp att to wc rancho ty
E2628,NU,,IN,903.49,938.07,Mobile arm supports reclinin
E2628,NU,KU,IN,938.08,0,Mobile arm supports reclinin
E2628,RR,,IN,90.35,93.81,Mobile arm supports reclinin
E2628,RR,KU,IN,93.82,0,Mobile arm supports reclinin
E2628,UE,,IN,677.62,703.57,Mobile arm supports reclinin
E2628,UE,KU,IN,703.6,0,Mobile arm supports reclinin
E2629,NU,,IN,1175.48,1257.18,Friction dampening arm supp
E2629,NU,KU,IN,1257.18,0,Friction dampening arm supp
E2629,RR,,IN,117.55,125.71,Friction dampening arm supp
E2629,RR,KU,IN,125.7,0,Friction dampening arm supp
E2629,UE,,IN,881.61,942.9,Friction dampening arm supp
E2629,UE,KU,IN,942.92,0,Friction dampening arm supp
E2630,NU,,IN,814.82,912.54,Monosuspension arm/hand supp
E2630,NU,KU,IN,941.66,0,Monosuspension arm/hand supp
E2630,RR,,IN,81.48,91.26,Monosuspension arm/hand supp
E2630,RR,KU,IN,94.15,0,Monosuspension arm/hand supp
E2630,UE,,IN,611.12,684.4,Monosuspension arm/hand supp
E2630,UE,KU,IN,706.24,0,Monosuspension arm/hand supp
E2631,NU,,IN,328.7,371.14,Elevat proximal arm support
E2631,NU,KU,IN,376.69,0,Elevat proximal arm support
E2631,RR,,IN,32.87,37.12,Elevat proximal arm support
E2631,RR,KU,IN,37.64,0,Elevat proximal arm support
E2631,UE,,IN,246.53,278.35,Elevat proximal arm support
E2631,UE,KU,IN,282.49,0,Elevat proximal arm support
E2632,NU,,IN,207.76,235.06,Offset/lat rocker arm w/ela
E2632,NU,KU,IN,239.51,0,Offset/lat rocker arm w/ela
E2632,RR,,IN,20.78,23.5,Offset/lat rocker arm w/ela
E2632,RR,KU,IN,23.96,0,Offset/lat rocker arm w/ela
E2632,UE,,IN,155.82,176.3,Offset/lat rocker arm w/ela
E2632,UE,KU,IN,179.63,0,Offset/lat rocker arm w/ela
E2633,NU,,IN,172.96,196.46,Mobile arm support supinator
E2633,NU,KU,IN,203.15,0,Mobile arm support supinator
E2633,RR,,IN,17.3,19.65,Mobile arm support supinator
E2633,RR,KU,IN,20.33,0,Mobile arm support supinator
E2633,UE,,IN,129.72,147.35,Mobile arm support supinator
E2633,UE,KU,IN,152.39,0,Mobile arm support supinator
E3000,RR,,CR,244.84,0,Speech volume modulation sys
E3200,RR,,CR,1178.66,0,Gait mod systm rhym auditory
K0001,RR,,CR,28.52,53.64,Standard wheelchair
K0002,RR,,CR,46.32,85.38,Stnd hemi (low seat) whlchr
K0003,RR,,CR,44.42,87.36,Lightweight wheelchair
K0004,RR,,CR,52.68,124.2,High strength ltwt whlchr
K0005,NU,,IN,2634.76,0,Ultralightweight wheelchair
K0005,RR,,IN,263.45,0,Ultralightweight wheelchair
K0005,UE,,IN,1976.01,0,Ultralightweight wheelchair
K0006,RR,,CR,76.77,132.37,Heavy duty wheelchair
K0007,RR,,CR,104.16,187.58,Extra heavy duty wheelchair
K0009,RR,,CR,101.86,0,Other manual wheelchair/base
K0010,RR,,CR,516.03,0,Stnd wt frame power whlchr
K0011,RR,,CR,730.07,0,Stnd wt pwr whlchr w control
K0011,RR,KF,CR,810.53,0,Stnd wt pwr whlchr w control
K0012,RR,,CR,463.05,0,Ltwt portbl power whlchr
K0015,RR,,CR,17.29,20.67,Detach non-adj ht armrst rep
K0015,RR,KE,CR,0,22.29,Detach non-adj ht armrst rep
K0015,RR,KU,CR,22.32,0,Detach non-adj ht armrst rep
K0017,NU,,IN,59,60.88,Detach adjust armrest base
K0017,NU,KE,IN,0,65.44,Detach adjust armrest base
K0017,NU,KU,IN,62.76,0,Detach adjust armrest base
K0017,RR,,IN,5.9,6.09,Detach adjust armrest base
K0017,RR,KE,IN,0,6.54,Detach adjust armrest base
K0017,RR,KU,IN,6.26,0,Detach adjust armrest base
K0017,UE,,IN,44.25,45.67,Detach adjust armrest base
K0017,UE,KE,IN,0,49.08,Detach adjust armrest base
K0017,UE,KU,IN,47.08,0,Detach adjust armrest base
K0018,NU,,IN,33.35,34.21,Detach adjust armrst upper
K0018,NU,KE,IN,0,36.75,Detach adjust armrst upper
K0018,NU,KU,IN,35.07,0,Detach adjust armrst upper
K0018,RR,,IN,3.34,3.41,Detach adjust armrst upper
K0018,RR,KE,IN,0,3.67,Detach adjust armrst upper
K0018,RR,KU,IN,3.51,0,Detach adjust armrst upper
K0018,UE,,IN,25.02,25.66,Detach adjust armrst upper
K0018,UE,KE,IN,0,27.57,Detach adjust armrst upper
K0018,UE,KU,IN,26.32,0,Detach adjust armrst upper
K0019,NU,,IN,14.77,18.96,"Arm pad repl, each"
K0019,NU,KE,IN,0,20.41,"Arm pad repl, each"
K0019,NU,KU,IN,20.08,0,"Arm pad repl, each"
K0019,RR,,IN,1.48,1.9,"Arm pad repl, each"
K0019,RR,KE,IN,0,2.05,"Arm pad repl, each"
K0019,RR,KU,IN,2.01,0,"Arm pad repl, each"
K0019,UE,,IN,11.08,14.21,"Arm pad repl, each"
K0019,UE,KE,IN,0,15.3,"Arm pad repl, each"
K0019,UE,KU,IN,15.03,0,"Arm pad repl, each"
K0020,NU,,IN,57.07,57.07,Fixed adjust armrest pair
K0020,NU,KE,IN,0,61.57,Fixed adjust armrest pair
K0020,NU,KU,IN,57.06,0,Fixed adjust armrest pair
K0020,RR,,IN,5.71,5.71,Fixed adjust armrest pair
K0020,RR,KE,IN,0,6.16,Fixed adjust armrest pair
K0020,RR,KU,IN,5.71,0,Fixed adjust armrest pair
K0020,UE,,IN,42.79,42.79,Fixed adjust armrest pair
K0020,UE,KE,IN,0,46.17,Fixed adjust armrest pair
K0020,UE,KU,IN,42.8,0,Fixed adjust armrest pair
K0037,NU,,IN,55.51,57.33,Hi mount flip-up footrest ea
K0037,NU,KE,IN,0,61.62,Hi mount flip-up footrest ea
K0037,NU,KU,IN,59.16,0,Hi mount flip-up footrest ea
K0037,RR,,IN,5.28,5.28,Hi mount flip-up footrest ea
K0037,RR,KE,IN,0,5.69,Hi mount flip-up footrest ea
K0037,RR,KU,IN,5.28,0,Hi mount flip-up footrest ea
K0037,UE,,IN,41.64,43.01,Hi mount flip-up footrest ea
K0037,UE,KE,IN,0,46.23,Hi mount flip-up footrest ea
K0037,UE,KU,IN,44.38,0,Hi mount flip-up footrest ea
K0038,NU,,IN,29.49,29.65,Leg strap each
K0038,NU,KE,IN,0,31.81,Leg strap each
K0038,NU,KU,IN,29.82,0,Leg strap each
K0038,RR,,IN,2.95,2.96,Leg strap each
K0038,RR,KE,IN,0,3.18,Leg strap each
K0038,RR,KU,IN,2.97,0,Leg strap each
K0038,UE,,IN,22.12,22.23,Leg strap each
K0038,UE,KE,IN,0,23.85,Leg strap each
K0038,UE,KU,IN,22.34,0,Leg strap each
K0039,NU,,IN,63.32,64.75,Leg strap h style each
K0039,NU,KE,IN,0,69.54,Leg strap h style each
K0039,NU,KU,IN,66.18,0,Leg strap h style each
K0039,RR,,IN,6.33,6.49,Leg strap h style each
K0039,RR,KE,IN,0,6.97,Leg strap h style each
K0039,RR,KU,IN,6.66,0,Leg strap h style each
K0039,UE,,IN,47.49,48.56,Leg strap h style each
K0039,UE,KE,IN,0,52.16,Leg strap h style each
K0039,UE,KU,IN,49.64,0,Leg strap h style each
K0040,NU,,IN,64.15,81.02,Adjustable angle footplate
K0040,NU,KE,IN,0,87.67,Adjustable angle footplate
K0040,NU,KU,IN,91.74,0,Adjustable angle footplate
K0040,RR,,IN,6.41,8.09,Adjustable angle footplate
K0040,RR,KE,IN,0,8.76,Adjustable angle footplate
K0040,RR,KU,IN,9.15,0,Adjustable angle footplate
K0040,UE,,IN,48.11,60.74,Adjustable angle footplate
K0040,UE,KE,IN,0,65.73,Adjustable angle footplate
K0040,UE,KU,IN,68.75,0,Adjustable angle footplate
K0041,NU,,IN,60.51,62.75,Large size footplate each
K0041,NU,KE,IN,0,67.46,Large size footplate each
K0041,NU,KU,IN,64.99,0,Large size footplate each
K0041,RR,,IN,6.05,6.3,Large size footplate each
K0041,RR,KE,IN,0,6.78,Large size footplate each
K0041,RR,KU,IN,6.56,0,Large size footplate each
K0041,UE,,IN,45.38,47.06,Large size footplate each
K0041,UE,KE,IN,0,50.59,Large size footplate each
K0041,UE,KU,IN,48.74,0,Large size footplate each
K0042,NU,,IN,38.86,41.81,Standard size ftplate rep ea
K0042,NU,KE,IN,0,45.05,Standard size ftplate rep ea
K0042,NU,KU,IN,44.75,0,Standard size ftplate rep ea
K0042,RR,,IN,3.89,4.18,Standard size ftplate rep ea
K0042,RR,KE,IN,0,4.5,Standard size ftplate rep ea
K0042,RR,KU,IN,4.47,0,Standard size ftplate rep ea
K0042,UE,,IN,29.15,31.35,Standard size ftplate rep ea
K0042,UE,KE,IN,0,33.78,Standard size ftplate rep ea
K0042,UE,KU,IN,33.55,0,Standard size ftplate rep ea
K0043,NU,,IN,23.97,23.97,Ftrst lowr exten tube rep ea
K0043,NU,KE,IN,0,25.72,Ftrst lowr exten tube rep ea
K0043,NU,KU,IN,23.98,0,Ftrst lowr exten tube rep ea
K0043,RR,,IN,2.39,2.39,Ftrst lowr exten tube rep ea
K0043,RR,KE,IN,0,2.57,Ftrst lowr exten tube rep ea
K0043,RR,KU,IN,2.38,0,Ftrst lowr exten tube rep ea
K0043,UE,,IN,17.99,18.01,Ftrst lowr exten tube rep ea
K0043,UE,KE,IN,0,19.32,Ftrst lowr exten tube rep ea
K0043,UE,KU,IN,18.02,0,Ftrst lowr exten tube rep ea
K0044,NU,,IN,20.44,20.44,Ftrst upr hanger brac rep ea
K0044,NU,KE,IN,0,22.05,Ftrst upr hanger brac rep ea
K0044,NU,KU,IN,20.45,0,Ftrst upr hanger brac rep ea
K0044,RR,,IN,2.05,2.05,Ftrst upr hanger brac rep ea
K0044,RR,KE,IN,0,2.22,Ftrst upr hanger brac rep ea
K0044,RR,KU,IN,2.05,0,Ftrst upr hanger brac rep ea
K0044,UE,,IN,15.33,15.33,Ftrst upr hanger brac rep ea
K0044,UE,KE,IN,0,16.54,Ftrst upr hanger brac rep ea
K0044,UE,KU,IN,15.31,0,Ftrst upr hanger brac rep ea
K0045,NU,,IN,68.66,69.1,Ftrst compl assembly repl ea
K0045,NU,KE,IN,0,74.15,Ftrst compl assembly repl ea
K0045,NU,KU,IN,69.55,0,Ftrst compl assembly repl ea
K0045,RR,,IN,6.87,6.91,Ftrst compl assembly repl ea
K0045,RR,KE,IN,0,7.41,Ftrst compl assembly repl ea
K0045,RR,KU,IN,6.96,0,Ftrst compl assembly repl ea
