HCPCS,Modifier,"Maximum
Allowable","Effective
Date",End Date
A5054,,$1.34,03/01/23,
A5054,NU,$1.34,03/01/23,
A5054,RR,$0.13,03/01/23,
A5055,,$1.04,03/01/23,
A5055,NU,$1.04,03/01/23,
A5055,RR,$0.10,03/01/23,
A5056,,$3.49,03/01/23,
A5056,NU,$3.49,03/01/23,
A5056,RR,$0.35,03/01/23,
A5057,,$7.17,03/01/23,
A5057,NU,$7.17,03/01/23,
A5057,RR,$0.72,03/01/23,
A5061,,$2.64,03/01/23,
A5061,NU,$2.64,03/01/23,
A5061,RR,$0.26,03/01/23,
A5062,,$1.55,03/01/23,
A5062,NU,$1.55,03/01/23,
A5062,RR,$0.15,03/01/23,
A5063,,$2.02,03/01/23,
A5063,NU,$2.02,03/01/23,
A5063,RR,$0.20,03/01/23,
A5071,,$4.48,03/01/23,
A5071,NU,$4.48,03/01/23,
A5071,RR,$0.45,03/01/23,
A5072,,$2.57,03/01/23,
A5072,NU,$2.57,03/01/23,
A5072,RR,$0.26,03/01/23,
A5073,,$2.37,03/01/23,
A5073,NU,$2.37,03/01/23,
A5073,RR,$0.24,03/01/23,
A5081,,$2.10,03/01/23,
A5081,NU,$2.10,03/01/23,
A5081,RR,$0.21,03/01/23,
A5082,,$8.88,03/01/23,
A5082,NU,$8.88,03/01/23,
A5082,RR,$0.89,03/01/23,
A5083,,$0.48,03/01/23,
A5083,NU,$0.48,03/01/23,
A5083,RR,$0.05,03/01/23,
A5093,,$1.46,03/01/23,
A5093,NU,$1.46,03/01/23,
A5093,RR,$0.15,03/01/23,
A5102,,$16.72,03/01/23,
A5102,NU,$16.72,03/01/23,
A5102,RR,$1.67,03/01/23,
A5105,,$30.43,03/01/23,
A5105,NU,$30.43,03/01/23,
A5105,RR,$3.04,03/01/23,
A5112,,$21.97,03/01/23,
A5112,NU,$21.97,03/01/23,
A5112,RR,$2.20,03/01/23,
A5113,,$2.99,03/01/23,
A5113,NU,$2.99,03/01/23,
A5113,RR,$0.30,03/01/23,
A5114,,$6.68,03/01/23,
A5114,NU,$6.68,03/01/23,
A5114,RR,$0.67,03/01/23,
A5120,,$0.18,03/01/23,
A5120,NU,$0.18,03/01/23,
A5120,RR,$0.02,03/01/23,
A5121,,$5.33,03/01/23,
A5121,NU,$5.33,03/01/23,
A5121,RR,$0.53,03/01/23,
A5122,,$8.14,03/01/23,
A5122,NU,$8.14,03/01/23,
A5122,RR,$0.82,03/01/23,
A5126,,$0.98,03/01/23,
A5126,NU,$0.98,03/01/23,
A5126,RR,$0.10,03/01/23,
A5131,,$11.83,03/01/23,
A5131,NU,$11.83,03/01/23,
A5131,RR,$1.18,03/01/23,
A5200,,$8.43,03/01/23,
A5200,NU,$8.43,03/01/23,
A5200,RR,$0.84,03/01/23,
A5500,,$47.46,03/01/23,
A5500,NU,$47.46,03/01/23,
A5500,RR,$4.75,03/01/23,
A5501,,$142.33,03/01/23,
A5501,NU,$142.33,03/01/23,
A5501,RR,$14.23,03/01/23,
A5503,,$24.14,03/01/23,
A5503,NU,$24.14,03/01/23,
A5503,RR,$2.42,03/01/23,
A5504,,$24.14,03/01/23,
A5504,NU,$24.14,03/01/23,
A5504,RR,$2.42,03/01/23,
A5505,,$24.14,03/01/23,
A5505,NU,$24.14,03/01/23,
A5505,RR,$2.42,03/01/23,
A5506,,$24.14,03/01/23,
A5506,NU,$24.14,03/01/23,
A5506,RR,$2.42,03/01/23,
A5507,,$24.14,03/01/23,
A5507,NU,$24.14,03/01/23,
A5507,RR,$2.42,03/01/23,
A5508,,$37.00,03/01/23,
A5508,NU,$37.00,03/01/23,
A5508,RR,$3.70,03/01/23,
A5510,,$14.04,03/01/23,
A5510,NU,$14.04,03/01/23,
A5510,RR,$1.40,03/01/23,
A5512,,$19.36,03/01/23,
A5512,NU,$19.36,03/01/23,
A5512,RR,$1.93,03/01/23,
A5513,,$28.88,03/01/23,
A5513,NU,$28.88,03/01/23,
A5513,RR,$2.89,03/01/23,
A5514,,$28.88,03/01/23,
A5514,NU,$28.88,03/01/23,
A5514,RR,$2.89,03/01/23,
A6010,,$23.11,03/01/23,
A6010,NU,$23.11,03/01/23,
A6010,RR,$2.31,03/01/23,
A6011,,$1.71,03/01/23,
A6011,NU,$1.71,03/01/23,
A6011,RR,$0.17,03/01/23,
A6021,,$15.69,03/01/23,
A6021,NU,$15.69,03/01/23,
A6021,RR,$1.57,03/01/23,
A6022,,$15.69,03/01/23,
A6022,NU,$15.69,03/01/23,
A6022,RR,$1.57,03/01/23,
A6023,,$142.03,03/01/23,
A6023,NU,$142.03,03/01/23,
A6023,RR,$14.20,03/01/23,
A6024,,$4.62,03/01/23,
A6024,NU,$4.62,03/01/23,
A6024,RR,$0.46,03/01/23,
A6025,,$2.37,03/01/23,
A6025,NU,$2.37,03/01/23,
A6025,RR,$0.24,03/01/23,
A6154,,$10.40,03/01/23,
A6154,NU,$10.40,03/01/23,
A6154,RR,$1.04,03/01/23,
A6196,,$5.50,03/01/23,
A6196,NU,$5.50,03/01/23,
A6196,RR,$0.55,03/01/23,
A6197,,$12.27,03/01/23,
A6197,NU,$12.27,03/01/23,
A6197,RR,$1.23,03/01/23,
A6198,,$15.81,03/01/23,
A6198,NU,$15.81,03/01/23,
A6198,RR,$1.58,03/01/23,
A6199,,$3.94,03/01/23,
A6199,NU,$3.94,03/01/23,
A6199,RR,$0.40,03/01/23,
A6203,,$2.51,03/01/23,
A6203,NU,$2.51,03/01/23,
A6203,RR,$0.25,03/01/23,
A6204,,$4.64,03/01/23,
A6204,NU,$4.64,03/01/23,
A6204,RR,$0.46,03/01/23,
A6205,,$6.32,03/01/23,
A6205,NU,$6.32,03/01/23,
A6205,RR,$0.63,03/01/23,
A6206,,$2.63,03/01/23,
A6206,NU,$2.63,03/01/23,
A6206,RR,$0.26,03/01/23,
A6207,,$5.48,03/01/23,
A6207,NU,$5.48,03/01/23,
A6207,RR,$0.55,03/01/23,
A6208,,$6.32,03/01/23,
A6208,NU,$6.32,03/01/23,
A6208,RR,$0.63,03/01/23,
A6209,,$5.58,03/01/23,
A6209,NU,$5.58,03/01/23,
A6209,RR,$0.56,03/01/23,
A6210,,$14.87,03/01/23,
A6210,NU,$14.87,03/01/23,
A6210,RR,$1.49,03/01/23,
A6211,,$21.92,03/01/23,
A6211,NU,$21.92,03/01/23,
A6211,RR,$2.19,03/01/23,
A6212,,$7.25,03/01/23,
A6212,NU,$7.25,03/01/23,
A6212,RR,$0.73,03/01/23,
A6213,,$10.28,03/01/23,
A6213,NU,$10.28,03/01/23,
A6213,RR,$1.03,03/01/23,
A6214,,$7.68,03/01/23,
A6214,NU,$7.68,03/01/23,
A6214,RR,$0.77,03/01/23,
A6215,,$9.48,03/01/23,
A6215,NU,$9.48,03/01/23,
A6215,RR,$0.95,03/01/23,
A6216,,$0.03,03/01/23,
A6216,NU,$0.03,03/01/23,
A6216,RR,$0.01,03/01/23,
A6217,,$0.12,03/01/23,
A6217,NU,$0.12,03/01/23,
A6217,RR,$0.01,03/01/23,
A6218,,$0.79,03/01/23,
A6218,NU,$0.79,03/01/23,
A6218,RR,$0.08,03/01/23,
A6219,,$0.71,03/01/23,
A6219,NU,$0.71,03/01/23,
A6219,RR,$0.07,03/01/23,
A6220,,$1.93,03/01/23,
A6220,NU,$1.93,03/01/23,
A6220,RR,$0.20,03/01/23,
A6221,,$2.37,03/01/23,
A6221,NU,$2.37,03/01/23,
A6221,RR,$0.24,03/01/23,
A6222,,$1.59,03/01/23,
A6222,NU,$1.59,03/01/23,
A6222,RR,$0.16,03/01/23,
A6223,,$1.81,03/01/23,
A6223,NU,$1.81,03/01/23,
A6223,RR,$0.18,03/01/23,
A6224,,$2.69,03/01/23,
A6224,NU,$2.69,03/01/23,
A6224,RR,$0.27,03/01/23,
A6228,,$1.98,03/01/23,
A6228,NU,$1.98,03/01/23,
A6228,RR,$0.20,03/01/23,
A6229,,$2.69,03/01/23,
A6229,NU,$2.69,03/01/23,
A6229,RR,$0.27,03/01/23,
A6230,,$2.37,03/01/23,
A6230,NU,$2.37,03/01/23,
A6230,RR,$0.24,03/01/23,
A6231,,$3.49,03/01/23,
A6231,NU,$3.49,03/01/23,
A6231,RR,$0.35,03/01/23,
A6232,,$5.12,03/01/23,
A6232,NU,$5.12,03/01/23,
A6232,RR,$0.51,03/01/23,
A6233,,$14.31,03/01/23,
A6233,NU,$14.31,03/01/23,
A6233,RR,$1.43,03/01/23,
A6234,,$4.89,03/01/23,
A6234,NU,$4.89,03/01/23,
A6234,RR,$0.49,03/01/23,
A6235,,$12.55,03/01/23,
A6235,NU,$12.55,03/01/23,
A6235,RR,$1.26,03/01/23,
A6236,,$20.34,03/01/23,
A6236,NU,$20.34,03/01/23,
A6236,RR,$2.03,03/01/23,
A6237,,$5.90,03/01/23,
A6237,NU,$5.90,03/01/23,
A6237,RR,$0.59,03/01/23,
A6238,,$17.01,03/01/23,
A6238,NU,$17.01,03/01/23,
A6238,RR,$1.70,03/01/23,
A6239,,$20.52,03/01/23,
A6239,NU,$20.52,03/01/23,
A6239,RR,$2.05,03/01/23,
A6240,,$9.14,03/01/23,
A6240,NU,$9.14,03/01/23,
A6240,RR,$0.92,03/01/23,
A6241,,$1.92,03/01/23,
A6241,NU,$1.92,03/01/23,
A6241,RR,$0.20,03/01/23,
A6242,,$4.52,03/01/23,
A6242,NU,$4.52,03/01/23,
A6242,RR,$0.45,03/01/23,
A6243,,$9.20,03/01/23,
A6243,NU,$9.20,03/01/23,
A6243,RR,$0.92,03/01/23,
A6244,,$29.32,03/01/23,
A6244,NU,$29.32,03/01/23,
A6244,RR,$2.93,03/01/23,
A6245,,$5.43,03/01/23,
A6245,NU,$5.43,03/01/23,
A6245,RR,$0.54,03/01/23,
A6246,,$7.41,03/01/23,
A6246,NU,$7.41,03/01/23,
A6246,RR,$0.74,03/01/23,
A6247,,$17.75,03/01/23,
A6247,NU,$17.75,03/01/23,
A6247,RR,$1.78,03/01/23,
A6248,,$12.13,03/01/23,
A6248,NU,$12.13,03/01/23,
A6248,RR,$1.21,03/01/23,
A6250,,$1.61,03/01/23,
A6250,NU,$1.61,03/01/23,
A6250,RR,$0.16,03/01/23,
A6251,,$1.48,03/01/23,
A6251,NU,$1.48,03/01/23,
A6251,RR,$0.15,03/01/23,
A6252,,$2.43,03/01/23,
A6252,NU,$2.43,03/01/23,
A6252,RR,$0.24,03/01/23,
A6253,,$4.73,03/01/23,
A6253,NU,$4.73,03/01/23,
A6253,RR,$0.48,03/01/23,
A6254,,$0.89,03/01/23,
A6254,NU,$0.89,03/01/23,
A6254,RR,$0.09,03/01/23,
A6255,,$2.27,03/01/23,
A6255,NU,$2.27,03/01/23,
A6255,RR,$0.23,03/01/23,
A6256,,$3.95,03/01/23,
A6256,NU,$3.95,03/01/23,
A6256,RR,$0.40,03/01/23,
A6257,,$1.15,03/01/23,
A6257,NU,$1.15,03/01/23,
A6257,RR,$0.12,03/01/23,
A6258,,$3.21,03/01/23,
A6258,NU,$3.21,03/01/23,
A6258,RR,$0.32,03/01/23,
A6259,,$8.16,03/01/23,
A6259,NU,$8.16,03/01/23,
A6259,RR,$0.82,03/01/23,
A6260,,$1.58,03/01/23,
A6260,NU,$1.58,03/01/23,
A6260,RR,$0.16,03/01/23,
A6261,,$2.37,03/01/23,
A6261,NU,$2.37,03/01/23,
A6261,RR,$0.24,03/01/23,
A6262,,$1.19,03/01/23,
A6262,NU,$1.19,03/01/23,
A6262,RR,$0.12,03/01/23,
A6266,,$1.43,03/01/23,
A6266,NU,$1.43,03/01/23,
A6266,RR,$0.14,03/01/23,
A6402,,$0.09,03/01/23,
A6402,NU,$0.09,03/01/23,
A6402,RR,$0.01,03/01/23,
A6403,,$0.31,03/01/23,
A6403,NU,$0.31,03/01/23,
A6403,RR,$0.03,03/01/23,
A6404,,$0.79,03/01/23,
A6404,NU,$0.79,03/01/23,
A6404,RR,$0.08,03/01/23,
A6407,,$1.40,03/01/23,
A6407,NU,$1.40,03/01/23,
A6407,RR,$0.14,03/01/23,
A6410,,$0.28,03/01/23,
A6410,NU,$0.28,03/01/23,
A6410,RR,$0.03,03/01/23,
A6411,,$0.65,03/01/23,
A6411,NU,$0.65,03/01/23,
A6411,RR,$0.07,03/01/23,
A6412,,$0.19,03/01/23,
A6412,NU,$0.19,03/01/23,
A6412,RR,$0.02,03/01/23,
A6413,,$2.40,03/01/23,
A6413,NU,$2.40,03/01/23,
A6413,RR,$0.24,03/01/23,
A6441,,$0.51,03/01/23,
A6441,NU,$0.51,03/01/23,
A6441,RR,$0.05,03/01/23,
A6442,,$0.12,03/01/23,
A6442,NU,$0.12,03/01/23,
A6442,RR,$0.01,03/01/23,
A6443,,$0.21,03/01/23,
A6443,NU,$0.21,03/01/23,
A6443,RR,$0.02,03/01/23,
A6444,,$0.41,03/01/23,
A6444,NU,$0.41,03/01/23,
A6444,RR,$0.04,03/01/23,
A6445,,$0.24,03/01/23,
A6445,NU,$0.24,03/01/23,
A6445,RR,$0.02,03/01/23,
A6446,,$0.29,03/01/23,
A6446,NU,$0.29,03/01/23,
A6446,RR,$0.03,03/01/23,
A6447,,$0.51,03/01/23,
A6447,NU,$0.51,03/01/23,
A6447,RR,$0.05,03/01/23,
A6448,,$0.86,03/01/23,
A6448,NU,$0.86,03/01/23,
A6448,RR,$0.09,03/01/23,
A6449,,$1.31,03/01/23,
A6449,NU,$1.31,03/01/23,
A6449,RR,$0.13,03/01/23,
A6450,,$1.31,03/01/23,
A6450,NU,$1.31,03/01/23,
A6450,RR,$0.13,03/01/23,
A6451,,$1.31,03/01/23,
A6451,NU,$1.31,03/01/23,
A6451,RR,$0.13,03/01/23,
A6452,,$4.40,03/01/23,
A6452,NU,$4.40,03/01/23,
A6452,RR,$0.44,03/01/23,
A6453,,$0.47,03/01/23,
A6453,NU,$0.47,03/01/23,
A6453,RR,$0.05,03/01/23,
A6454,,$0.59,03/01/23,
A6454,NU,$0.59,03/01/23,
A6454,RR,$0.06,03/01/23,
A6455,,$1.04,03/01/23,
A6455,NU,$1.04,03/01/23,
A6455,RR,$0.10,03/01/23,
A6456,,$0.94,03/01/23,
A6456,NU,$0.94,03/01/23,
A6456,RR,$0.09,03/01/23,
A6457,,$0.85,03/01/23,
A6457,NU,$0.85,03/01/23,
A6457,RR,$0.09,03/01/23,
A6501,,$942.11,03/01/23,
A6501,NU,$942.11,03/01/23,
A6501,RR,$94.21,03/01/23,
A6502,,$11.51,03/01/23,
A6502,NU,$11.51,03/01/23,
A6502,RR,$1.15,03/01/23,
A6503,,$0.91,03/01/23,
A6503,NU,$0.91,03/01/23,
A6503,RR,$0.09,03/01/23,
A6504,,$108.90,03/01/23,
A6504,NU,$108.90,03/01/23,
A6504,RR,$10.89,03/01/23,
A6505,,$34.44,03/01/23,
A6505,NU,$34.44,03/01/23,
A6505,RR,$3.44,03/01/23,
A6506,,$400.00,03/01/23,
A6506,NU,$400.00,03/01/23,
A6506,RR,$40.00,03/01/23,
A6507,,"$1,685.53",03/01/23,
A6507,NU,"$1,685.53",03/01/23,
A6507,RR,$168.55,03/01/23,
A6508,,"$1,635.31",03/01/23,
A6508,NU,"$1,635.31",03/01/23,
A6508,RR,$163.53,03/01/23,
A6509,,$362.36,03/01/23,
A6509,NU,$362.36,03/01/23,
A6509,RR,$36.24,03/01/23,
A6511,,$343.15,03/01/23,
A6511,NU,$343.15,03/01/23,
A6511,RR,$34.32,03/01/23,
A6513,,$0.91,03/01/23,
A6513,NU,$0.91,03/01/23,
A6513,RR,$0.09,03/01/23,
A6520,,$71.72,01/01/24,
A6520,NU,$71.72,01/01/24,
A6520,RR,$71.72,01/01/24,
A6521,,$284.60,01/01/24,
A6521,NU,$284.60,01/01/24,
A6521,RR,$284.60,01/01/24,
A6522,,$174.28,01/01/24,
A6522,NU,$174.28,01/01/24,
A6522,RR,$174.28,01/01/24,
A6523,,$413.50,01/01/24,
A6523,NU,$413.50,01/01/24,
A6523,RR,$413.50,01/01/24,
A6524,,$217.43,01/01/24,
A6524,NU,$217.43,01/01/24,
A6524,RR,$217.43,01/01/24,
A6525,,$438.96,01/01/24,
A6525,NU,$438.96,01/01/24,
A6525,RR,$438.96,01/01/24,
A6526,,$393.11,01/01/24,
A6526,NU,$393.11,01/01/24,
A6526,RR,$393.11,01/01/24,
A6527,,$722.88,01/01/24,
A6527,NU,$722.88,01/01/24,
A6527,RR,$722.88,01/01/24,
A6528,,$378.00,01/01/24,
A6528,NU,$378.00,01/01/24,
A6528,RR,$378.00,01/01/24,
A6529,,$597.30,01/01/24,
A6529,NU,$597.30,01/01/24,
A6529,RR,$597.30,01/01/24,
A6530,,$26.91,03/01/23,
A6530,NU,$26.91,03/01/23,
A6530,RR,$2.69,03/01/23,
A6531,,$32.29,03/01/23,
A6531,NU,$32.29,03/01/23,
A6531,RR,$3.23,03/01/23,
A6532,,$45.49,03/01/23,
A6532,NU,$45.49,03/01/23,
A6532,RR,$4.55,03/01/23,
A6533,,$46.19,03/01/23,
A6533,NU,$46.19,03/01/23,
A6533,RR,$4.62,03/01/23,
A6534,,$33.79,03/01/23,
A6534,NU,$33.79,03/01/23,
A6534,RR,$3.38,03/01/23,
A6535,,$55.00,03/01/23,
A6535,NU,$55.00,03/01/23,
A6535,RR,$5.50,03/01/23,
A6536,,$7.50,03/01/23,
A6536,NU,$7.50,03/01/23,
A6536,RR,$0.75,03/01/23,
A6539,,$31.62,03/01/23,
A6539,NU,$31.62,03/01/23,
A6539,RR,$3.16,03/01/23,
A6540,,$72.39,03/01/23,
A6540,NU,$72.39,03/01/23,
A6540,RR,$7.24,03/01/23,
A6545,,$63.57,03/01/23,
A6545,NU,$63.57,03/01/23,
A6545,RR,$6.36,03/01/23,
A6549,,$2.50,03/01/23,
A6549,NU,$2.50,03/01/23,
A6549,RR,$0.25,03/01/23,
A6550,,$17.65,03/01/23,
A6550,NU,$17.65,03/01/23,
A6550,RR,$1.76,03/01/23,
A6552,,$32.89,01/01/24,
A6552,NU,$32.89,01/01/24,
A6552,RR,$32.89,01/01/24,
A6553,,$128.41,01/01/24,
A6553,NU,$128.41,01/01/24,
A6553,RR,$128.41,01/01/24,
A6554,,$45.22,01/01/24,
A6554,NU,$45.22,01/01/24,
A6554,RR,$45.22,01/01/24,
A6555,,$128.41,01/01/24,
A6555,NU,$128.41,01/01/24,
A6555,RR,$128.41,01/01/24,
A6556,,$175.97,01/01/24,
A6556,NU,$175.97,01/01/24,
A6556,RR,$175.97,01/01/24,
A6557,,$175.97,01/01/24,
A6557,NU,$175.97,01/01/24,
A6557,RR,$175.97,01/01/24,
A6558,,$181.60,01/01/24,
A6558,NU,$181.60,01/01/24,
A6558,RR,$181.60,01/01/24,
A6562,,$575.93,01/01/24,
A6562,NU,$575.93,01/01/24,
A6562,RR,$575.93,01/01/24,
A6563,,$575.93,01/01/24,
A6563,NU,$575.93,01/01/24,
A6563,RR,$575.93,01/01/24,
A6564,,$620.40,01/01/24,
A6564,NU,$620.40,01/01/24,
A6564,RR,$620.40,01/01/24,
A6565,,$99.52,01/01/24,
A6565,NU,$99.52,01/01/24,
A6565,RR,$99.52,01/01/24,
A6566,,$144.50,01/01/24,
A6566,NU,$144.50,01/01/24,
A6566,RR,$144.50,01/01/24,
A6567,,$454.01,01/01/24,
A6567,NU,$454.01,01/01/24,
A6567,RR,$454.01,01/01/24,
A6568,,$94.30,01/01/24,
A6568,NU,$94.30,01/01/24,
A6568,RR,$94.30,01/01/24,
A6569,,$537.00,01/01/24,
A6569,NU,$537.00,01/01/24,
A6569,RR,$537.00,01/01/24,
A6570,,$64.25,01/01/24,
A6570,NU,$64.25,01/01/24,
A6570,RR,$64.25,01/01/24,
A6571,,$386.18,01/01/24,
A6571,NU,$386.18,01/01/24,
A6571,RR,$386.18,01/01/24,
A6572,,$59.62,01/01/24,
A6572,NU,$59.62,01/01/24,
A6572,RR,$59.62,01/01/24,
A6573,,$141.48,01/01/24,
A6573,NU,$141.48,01/01/24,
A6573,RR,$141.48,01/01/24,
A6574,,$180.37,01/01/24,
A6574,NU,$180.37,01/01/24,
A6574,RR,$180.37,01/01/24,
A6575,,$58.45,01/01/24,
A6575,NU,$58.45,01/01/24,
A6575,RR,$58.45,01/01/24,
A6576,,$110.70,01/01/24,
A6576,NU,$110.70,01/01/24,
A6576,RR,$110.70,01/01/24,
A6577,,$91.62,01/01/24,
A6577,NU,$91.62,01/01/24,
A6577,RR,$91.62,01/01/24,
A6578,,$45.12,01/01/24,
A6578,NU,$45.12,01/01/24,
A6578,RR,$45.12,01/01/24,
A6579,,$177.68,01/01/24,
A6579,NU,$177.68,01/01/24,
A6579,RR,$177.68,01/01/24,
A6580,,$176.38,01/01/24,
A6580,NU,$176.38,01/01/24,
A6580,RR,$176.38,01/01/24,
A6581,,$41.40,01/01/24,
A6581,NU,$41.40,01/01/24,
A6581,RR,$41.40,01/01/24,
A6582,,$27.61,01/01/24,
A6582,NU,$27.61,01/01/24,
A6582,RR,$27.61,01/01/24,
A6583,,$90.83,01/01/24,
A6583,NU,$90.83,01/01/24,
A6583,RR,$90.83,01/01/24,
A6585,,$107.54,01/01/24,
A6585,NU,$107.54,01/01/24,
A6585,RR,$107.54,01/01/24,
A6586,,$316.84,01/01/24,
A6586,NU,$316.84,01/01/24,
A6586,RR,$316.84,01/01/24,
A6587,,$41.50,01/01/24,
A6587,NU,$41.50,01/01/24,
A6587,RR,$41.50,01/01/24,
A6588,,$138.32,01/01/24,
A6588,NU,$138.32,01/01/24,
A6588,RR,$138.32,01/01/24,
A6589,,$54.61,01/01/24,
A6589,NU,$54.61,01/01/24,
A6589,RR,$54.61,01/01/24,
A6590,,$212.40,04/01/23,
A6590,NU,$212.40,04/01/23,
A6590,RR,$212.40,04/01/23,
A6591,,$50.75,04/01/23,
A6591,NU,$50.75,04/01/23,
A6591,RR,$5.07,04/01/23,
A6594,,$19.88,01/01/24,
A6594,NU,$19.88,01/01/24,
A6594,RR,$19.88,01/01/24,
A6595,,$19.55,01/01/24,
A6595,NU,$19.55,01/01/24,
A6595,RR,$19.55,01/01/24,
A6596,,$0.10,01/01/24,
A6596,NU,$0.10,01/01/24,
A6596,RR,$0.10,01/01/24,
A6597,,$0.88,01/01/24,
A6597,NU,$0.88,01/01/24,
A6597,RR,$0.88,01/01/24,
A6598,,$0.43,01/01/24,
A6598,NU,$0.43,01/01/24,
A6598,RR,$0.43,01/01/24,
A6599,,$0.97,01/01/24,
A6599,NU,$0.97,01/01/24,
A6599,RR,$0.97,01/01/24,
A6600,,$1.74,01/01/24,
A6600,NU,$1.74,01/01/24,
A6600,RR,$1.74,01/01/24,
A6601,,$1.96,01/01/24,
A6601,NU,$1.96,01/01/24,
A6601,RR,$1.96,01/01/24,
A6602,,$2.86,01/01/24,
A6602,NU,$2.86,01/01/24,
A6602,RR,$2.86,01/01/24,
A6603,,$1.34,01/01/24,
A6603,NU,$1.34,01/01/24,
A6603,RR,$1.34,01/01/24,
A6604,,$0.78,01/01/24,
A6604,NU,$0.78,01/01/24,
A6604,RR,$0.78,01/01/24,
A6605,,$0.89,01/01/24,
A6605,NU,$0.89,01/01/24,
A6605,RR,$0.89,01/01/24,
A6606,,$2.65,01/01/24,
A6606,NU,$2.65,01/01/24,
A6606,RR,$2.65,01/01/24,
A6607,,$0.71,01/01/24,
A6607,NU,$0.71,01/01/24,
A6607,RR,$0.71,01/01/24,
A6608,,$2.95,01/01/24,
A6608,NU,$2.95,01/01/24,
A6608,RR,$2.95,01/01/24,
A6610,,$128.41,01/01/24,
A6610,NU,$128.41,01/01/24,
A6610,RR,$128.41,01/01/24,
A7000,,$6.29,03/01/23,
A7000,NU,$6.29,03/01/23,
A7000,RR,$0.63,03/01/23,
A7001,,$20.98,03/01/23,
A7001,NU,$20.98,03/01/23,
A7001,RR,$2.10,03/01/23,
A7002,,$2.43,03/01/23,
A7002,NU,$2.43,03/01/23,
A7002,RR,$0.24,03/01/23,
A7003,,$1.51,03/01/23,
A7003,NU,$1.51,03/01/23,
A7003,RR,$0.15,03/01/23,
A7004,,$1.02,03/01/23,
A7004,NU,$1.02,03/01/23,
A7004,RR,$0.10,03/01/23,
A7005,,$13.97,03/01/23,
A7005,NU,$13.97,03/01/23,
A7005,RR,$1.40,03/01/23,
A7006,,$6.08,03/01/23,
A7006,NU,$6.08,03/01/23,
A7006,RR,$0.61,03/01/23,
A7007,,$2.68,03/01/23,
A7007,NU,$2.68,03/01/23,
A7007,RR,$0.27,03/01/23,
A7008,,$6.97,03/01/23,
A7008,NU,$6.97,03/01/23,
A7008,RR,$0.70,03/01/23,
A7009,,$29.13,03/01/23,
A7009,NU,$29.13,03/01/23,
A7009,RR,$2.92,03/01/23,
A7010,,$12.91,03/01/23,
A7010,NU,$12.91,03/01/23,
A7010,RR,$1.29,03/01/23,
A7012,,$2.34,03/01/23,
A7012,NU,$2.34,03/01/23,
A7012,RR,$0.23,03/01/23,
A7013,,$0.46,03/01/23,
A7013,NU,$0.46,03/01/23,
A7013,RR,$0.05,03/01/23,
A7014,,$2.77,03/01/23,
A7014,NU,$2.77,03/01/23,
A7014,RR,$0.27,03/01/23,
A7015,,$1.15,03/01/23,
A7015,NU,$1.15,03/01/23,
A7015,RR,$0.12,03/01/23,
A7016,,$4.87,03/01/23,
A7016,NU,$4.87,03/01/23,
A7016,RR,$0.49,03/01/23,
A7017,,$91.05,03/01/23,
A7017,NU,$91.05,03/01/23,
A7017,RR,$9.11,03/01/23,
A7018,,$0.24,03/01/23,
A7018,NU,$0.24,03/01/23,
A7018,RR,$0.02,03/01/23,
A7020,,$10.41,03/01/23,
A7020,NU,$10.41,03/01/23,
A7020,RR,$1.04,03/01/23,
A7025,,$324.64,03/01/23,
A7025,NU,$324.64,03/01/23,
A7025,RR,$32.46,03/01/23,
A7026,,$21.45,03/01/23,
A7026,NU,$21.45,03/01/23,
A7026,RR,$2.15,03/01/23,
A7027,,$109.60,03/01/23,
A7027,NU,$109.60,03/01/23,
A7027,RR,$10.96,03/01/23,
A7028,,$30.46,03/01/23,
A7028,NU,$30.46,03/01/23,
A7028,RR,$3.04,03/01/23,
A7029,,$13.04,03/01/23,
A7029,NU,$13.04,03/01/23,
A7029,RR,$1.31,03/01/23,
A7030,,$92.49,03/01/23,
A7030,NU,$92.49,03/01/23,
A7030,RR,$9.25,03/01/23,
A7031,,$34.53,03/01/23,
A7031,NU,$34.53,03/01/23,
A7031,RR,$3.45,03/01/23,
A7032,,$19.80,03/01/23,
A7032,NU,$19.80,03/01/23,
A7032,RR,$1.98,03/01/23,
A7033,,$14.68,03/01/23,
A7033,NU,$14.68,03/01/23,
A7033,RR,$1.47,03/01/23,
A7034,,$57.74,03/01/23,
A7034,NU,$57.74,03/01/23,
A7034,RR,$5.78,03/01/23,
A7035,,$17.73,03/01/23,
A7035,NU,$17.73,03/01/23,
A7035,RR,$1.78,03/01/23,
A7036,,$8.74,03/01/23,
A7036,NU,$8.74,03/01/23,
A7036,RR,$0.87,03/01/23,
A7037,,$16.60,03/01/23,
A7037,NU,$16.60,03/01/23,
A7037,RR,$1.66,03/01/23,
A7038,,$2.40,03/01/23,
A7038,NU,$2.40,03/01/23,
A7038,RR,$0.24,03/01/23,
A7039,,$6.36,03/01/23,
A7039,NU,$6.36,03/01/23,
A7039,RR,$0.63,03/01/23,
A7040,,$30.35,03/01/23,
A7040,NU,$30.35,03/01/23,
A7040,RR,$3.04,03/01/23,
A7041,,$57.04,03/01/23,
A7041,NU,$57.04,03/01/23,
A7041,RR,$5.70,03/01/23,
A7044,,$68.48,03/01/23,
A7044,NU,$68.48,03/01/23,
A7044,RR,$6.85,03/01/23,
A7045,,$10.57,03/01/23,
A7045,NU,$10.57,03/01/23,
