HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
A4326,,,J,OS,15.37,13.06,15.37,0,15.37,0,15.37,0,13.31,0,13.9,0,14.78,0,15.37,0,15.37,0,15.37,0,15.37,0,13.55,0,15.37,0,14.78,0,15.37,0,13.06,0,15.37,0,15.37,0,14.78,0,15.37,0,14.78,0,13.34,0,15.37,0,13.06,0,15.37,0,13.9,0,15.37,0,13.9,0,13.55,0,14.78,0,15.37,0,15.37,0,15.37,0,13.06,0,14.78,0,15.37,0,14.78,0,15.37,0,14.78,0,15.37,0,13.9,0,15.37,0,15.37,0,13.9,0,15.37,0,14.78,0,15.37,0,13.34,0,14.78,0,13.9,0,13.44,0,14.4,0,16.25,0,15.37,0,Male external catheter
A4327,,,J,OS,63.57,54.03,63.57,0,63.57,0,60.23,0,63.57,0,63.57,0,60.23,0,60.23,0,60.23,0,60.23,0,63.57,0,63.57,0,63.57,0,63.57,0,63.57,0,63.57,0,63.57,0,63.57,0,60.23,0,60.23,0,60.23,0,63.57,0,63.57,0,63.37,0,63.57,0,63.57,0,63.57,0,63.57,0,63.57,0,60.23,0,60.23,0,63.56,0,60.23,0,60.23,0,60.23,0,63.57,0,63.57,0,60.23,0,60.23,0,63.57,0,63.57,0,63.25,0,63.57,0,63.57,0,60.23,0,60.23,0,60.23,0,63.25,0,60.23,0,63.57,0,73.79,0,78.91,0,66.26,0,63.57,0,Fem urinary collect dev cup
A4328,,,J,OS,14.87,12.64,14.87,0,14.42,0,14.87,0,14.87,0,14.87,0,12.64,0,14.87,0,14.87,0,14.06,0,14.59,0,14.87,0,14.08,0,14.87,0,14.87,0,13.9,0,14.75,0,14.42,0,12.64,0,14.87,0,12.64,0,14.83,0,14.42,0,14.87,0,14.87,0,14.87,0,14.62,0,14.87,0,13.9,0,12.64,0,14.87,0,14.87,0,14.87,0,14.87,0,13.5,0,14.87,0,14.08,0,14.87,0,14.06,0,14.75,0,14.87,0,14.04,0,12.64,0,14.87,0,14.06,0,12.64,0,14.87,0,14.87,0,14.42,0,14.87,0,15.48,0,16.58,0,15.42,0,14.87,0,Fem urinary collect pouch
A4330,,,J,OS,10.21,8.68,10.21,0,9.32,0,10.21,0,9.83,0,10.21,0,10.21,0,10.21,0,10.21,0,10.21,0,10.21,0,10.21,0,9.87,0,9.87,0,8.68,0,10.21,0,10.21,0,9.32,0,10.21,0,9.87,0,10.21,0,10.21,0,9.7,0,10.21,0,8.68,0,8.68,0,10.17,0,10.21,0,10.21,0,10.21,0,10.21,0,8.68,0,10.21,0,8.68,0,8.68,0,8.68,0,9.87,0,10.21,0,9.66,0,10.19,0,10.21,0,8.68,0,10.09,0,8.68,0,8.68,0,10.21,0,10.21,0,10.09,0,8.68,0,10.21,0,9.95,0,10.59,0,1.75,0,8.68,0,Stool collection pouch
A4331,,,J,OS,4.53,3.85,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.53,0,4.56,0,4.95,0,5.47,0,4.53,0,Extension drainage tubing
A4332,,,J,OS,0.15,0.13,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.16,0,0.23,0,0.15,0,Lube sterile packet
A4333,,,J,OS,3.16,2.69,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,3.16,0,4.09,0,4.4,0,3.46,0,3.16,0,Urinary cath anchor device
A4334,,,J,OS,7.01,5.96,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,7.01,0,3.79,0,4.03,0,7.74,0,7.01,0,Urinary cath leg strap
A4336,,,J,OS,2.05,1.74,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.05,0,2.23,0,2.05,0,Urethral insert
A4338,,,J,OS,17.48,14.86,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,16.84,0,17.48,0,15.03,0,17.48,0,14.86,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,15.03,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,15.48,0,17.48,0,17.48,0,17.48,0,15.03,0,14.86,0,17.48,0,14.86,0,17.48,0,14.86,0,17.48,0,15.03,0,16.59,0,17.48,0,17.48,0,15.39,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.68,0,18.88,0,19.29,0,14.86,0,Indwelling catheter latex
A4340,,,J,OS,45.25,38.46,45.09,0,45.25,0,45.25,0,40,0,45.25,0,45.25,0,45.25,0,45.25,0,45.25,0,38.63,0,43.25,0,45.25,0,38.46,0,38.46,0,38.46,0,38.93,0,45.25,0,45.25,0,45.25,0,45.25,0,38.46,0,38.46,0,41.43,0,38.46,0,38.46,0,38.46,0,45.25,0,38.46,0,43.25,0,45.25,0,41.27,0,38.46,0,45.25,0,38.46,0,41.27,0,45.25,0,45.25,0,45.25,0,38.46,0,45.25,0,45.25,0,45.25,0,38.46,0,45.25,0,45.25,0,45.25,0,45.25,0,38.46,0,45.25,0,40.4,0,43.19,0,49.76,0,45.25,0,Indwelling catheter special
A4341,,,D,OS,347.75,295.59,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,347.75,0,Iduc valve pat inst repl
A4342,,,D,OS,878.06,746.35,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,878.06,0,Iduc valve sply repl
A4344,,,J,OS,22.81,19.39,22.55,0,22.81,0,22.81,0,22.81,0,22.59,0,19.39,0,19.39,0,19.39,0,22.81,0,19.39,0,22.81,0,19.39,0,19.59,0,22.81,0,22.81,0,22.81,0,22.81,0,21.66,0,21.93,0,22.81,0,22.81,0,21.85,0,20.67,0,20.87,0,19.39,0,20.46,0,22.81,0,22.81,0,22.81,0,19.39,0,22.81,0,22.81,0,22.81,0,22.81,0,22.81,0,22.81,0,19.39,0,20.04,0,20.27,0,21.86,0,20.88,0,19.39,0,19.39,0,22.81,0,22.81,0,22.81,0,22.81,0,22.81,0,19.39,0,25.69,0,27.45,0,38.78,0,22.81,0,Cath indw foley 2 way silicn
A4346,,,J,OS,27.91,23.72,27.91,0,23.72,0,27.44,0,27.07,0,27.91,0,27.91,0,24.29,0,24.29,0,27.91,0,23.72,0,27.91,0,23.72,0,27.91,0,27.91,0,27.91,0,27.91,0,27.91,0,27.91,0,27.62,0,23.72,0,27.91,0,27.91,0,23.72,0,24.74,0,25.42,0,23.72,0,27.91,0,27.91,0,23.72,0,24.29,0,27.91,0,27.44,0,25.3,0,27.91,0,27.91,0,27.91,0,24.29,0,23.72,0,23.72,0,27.91,0,27.91,0,23.72,0,27.91,0,27.91,0,23.72,0,23.72,0,27.71,0,27.91,0,27.91,0,27.33,0,29.23,0,24.64,0,25.3,0,Cath indw foley 3 way
A4349,,,J,OS,2.87,2.44,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.87,0,2.96,0,3.21,0,3.21,0,2.87,0,Disposable male external cat
A4351,,,J,OS,2.58,2.19,2.58,0,2.43,0,2.58,0,2.19,0,2.19,0,2.58,0,2.46,0,2.46,0,2.58,0,2.57,0,2.58,0,2.19,0,2.58,0,2.19,0,2.58,0,2.19,0,2.43,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.39,0,2.19,0,2.19,0,2.19,0,2.58,0,2.58,0,2.46,0,2.58,0,2.58,0,2.19,0,2.43,0,2.58,0,2.58,0,2.46,0,2.58,0,2.58,0,2.19,0,2.19,0,2.58,0,2.19,0,2.32,0,2.58,0,2.58,0,2.58,0,2.43,0,2.19,0,1.61,0,1.69,0,2.11,0,2.19,0,Straight tip urine catheter
A4352,,,J,OS,9.15,7.78,9.15,0,7.78,0,9.15,0,9.15,0,8.88,0,9.15,0,9.15,0,9.15,0,7.78,0,8.99,0,9.15,0,9.15,0,7.78,0,7.78,0,9.15,0,7.78,0,7.78,0,9.15,0,9.15,0,9.15,0,7.78,0,7.78,0,9.15,0,9.15,0,7.78,0,8.44,0,7.78,0,9.15,0,9.15,0,9.15,0,7.81,0,9.15,0,9.15,0,7.78,0,7.81,0,9.15,0,9.15,0,7.78,0,9.15,0,7.78,0,7.78,0,9.11,0,7.78,0,9.15,0,9.15,0,9.15,0,7.78,0,7.78,0,7.78,0,14.3,0,15.27,0,11.08,0,9.15,0,Coude tip urinary catheter
A4353,,,J,OS,9.99,8.49,9.99,0,9.99,0,9.99,0,9.99,0,9.99,0,9.97,0,9.97,0,9.97,0,9.97,0,9.99,0,9.99,0,9.99,0,9.97,0,9.99,0,9.99,0,9.99,0,9.99,0,9.97,0,9.97,0,9.97,0,9.99,0,9.99,0,9.99,0,9.99,0,9.99,0,9.99,0,9.99,0,9.99,0,9.97,0,9.97,0,9.99,0,9.99,0,9.97,0,9.97,0,9.99,0,9.99,0,9.97,0,9.97,0,9.99,0,9.99,0,9.99,0,9.97,0,9.99,0,9.97,0,9.97,0,9.99,0,9.99,0,9.97,0,9.99,0,10.06,0,10.75,0,10.97,0,9.99,0,Intermittent urinary cath
A4354,,,J,OS,16.83,14.31,16.83,0,16.83,0,16.83,0,16.83,0,16.83,0,16.83,0,16.66,0,16.66,0,14.31,0,14.31,0,16.83,0,15.82,0,16.83,0,16.59,0,16.83,0,16.83,0,16.83,0,16.83,0,14.49,0,16.83,0,14.5,0,16.83,0,16.83,0,16.83,0,14.31,0,16.83,0,14.31,0,16.83,0,14.31,0,16.66,0,15.42,0,16.83,0,14.31,0,16.83,0,16.16,0,14.31,0,16.66,0,16.83,0,16.83,0,16.47,0,16.83,0,16.83,0,14.31,0,14.31,0,14.31,0,14.31,0,16.59,0,16.83,0,14.31,0,25.52,0,27.31,0,25.22,0,14.31,0,Cath insertion tray w/bag
A4355,,,J,OS,12.71,10.8,11.82,0,12.71,0,11.22,0,12.71,0,12.71,0,12.71,0,12.71,0,12.71,0,10.8,0,11.57,0,12.57,0,10.8,0,12.71,0,12.71,0,12.57,0,12.71,0,12.71,0,10.8,0,12.71,0,10.8,0,12.71,0,12.71,0,12.57,0,12.71,0,11.41,0,12.71,0,10.8,0,12.57,0,10.8,0,12.71,0,10.8,0,11.22,0,12.71,0,12.71,0,10.8,0,12.71,0,12.71,0,12.71,0,11.87,0,10.8,0,12.71,0,12.71,0,10.8,0,12.71,0,10.8,0,12.71,0,12.71,0,12.53,0,10.8,0,12.83,0,13.69,0,33.7,0,12.71,0,Bladder irrigation tubing
A4356,,,J,OS,65.03,55.28,65.03,0,65.03,0,61,0,65.03,0,55.28,0,65.03,0,65.03,0,65.03,0,65.03,0,65.03,0,61.76,0,55.28,0,65.03,0,65.03,0,64.36,0,65.03,0,65.03,0,55.28,0,63.71,0,55.28,0,65.03,0,65.03,0,65.03,0,59.3,0,61.76,0,64.65,0,65.03,0,62.34,0,55.28,0,65.03,0,65.03,0,56.08,0,55.28,0,65.03,0,55.28,0,60.48,0,65.03,0,55.28,0,60.05,0,65.03,0,65.03,0,55.28,0,65.03,0,55.28,0,55.28,0,55.28,0,65.03,0,65.03,0,55.28,0,74.39,0,79.51,0,46.97,0,55.28,0,Ext ureth clmp or compr dvc
A4357,,,J,OS,13.84,11.76,13.84,0,13.84,0,13.77,0,13.84,0,13.84,0,13.3,0,13.11,0,13.11,0,13.84,0,11.76,0,13.01,0,11.76,0,13.84,0,13.84,0,13.61,0,11.76,0,13.84,0,11.76,0,13.84,0,11.76,0,13.84,0,13.84,0,13.84,0,11.76,0,11.76,0,13.84,0,13.84,0,13.52,0,13.84,0,13.11,0,11.76,0,13.84,0,13.84,0,13.84,0,11.76,0,13.84,0,13.11,0,11.76,0,13.84,0,13.84,0,11.76,0,11.76,0,11.76,0,12.26,0,11.76,0,13.84,0,13.84,0,13.84,0,13.84,0,14.4,0,15.39,0,13.96,0,13.84,0,Bedside drainage bag
A4358,,,J,OS,9.46,8.04,8.86,0,9.46,0,8.39,0,9.32,0,9.46,0,9.46,0,9.46,0,9.46,0,9.46,0,9.25,0,8.04,0,8.04,0,9.46,0,8.04,0,9.46,0,8.04,0,9.46,0,9.46,0,9.46,0,8.43,0,8.35,0,9.32,0,8.13,0,8.43,0,9.06,0,9.46,0,9.46,0,9.46,0,8.04,0,9.46,0,9.46,0,9.46,0,8.94,0,9.46,0,9.46,0,8.32,0,9.46,0,9.46,0,8.04,0,8.04,0,8.04,0,8.04,0,9.33,0,9.46,0,9.46,0,9.2,0,9.46,0,9.46,0,9.46,0,9.39,0,10.04,0,7.92,0,8.94,0,Urinary leg or abdomen bag
A4360,,,D,OS,0.7,0.6,0.7,0,0.7,0,0.67,0,0.7,0,0.6,0,0.7,0,0.7,0,0.7,0,0.7,0,0.7,0,0.67,0,0.6,0,0.7,0,0.7,0,0.7,0,0.7,0,0.7,0,0.6,0,0.68,0,0.6,0,0.7,0,0.7,0,0.7,0,0.63,0,0.67,0,0.7,0,0.7,0,0.67,0,0.6,0,0.7,0,0.7,0,0.6,0,0.6,0,0.7,0,0.6,0,0.63,0,0.7,0,0.6,0,0.63,0,0.7,0,0.7,0,0.6,0,0.7,0,0.6,0,0.6,0,0.6,0,0.7,0,0.7,0,0.6,0,0.9,0,0.94,0,0.5,0,0.6,0,Disposable ext urethral dev
A4361,,,D,OS,26.16,22.24,26.16,0,25.5,0,26.16,0,26.16,0,25.4,0,22.24,0,26.01,0,26.01,0,26.16,0,23,0,22.24,0,26.16,0,26.16,0,26.16,0,22.24,0,26.16,0,22.24,0,25.4,0,22.24,0,25.4,0,26.16,0,26.16,0,22.24,0,26.16,0,26.16,0,26.16,0,26.16,0,22.24,0,25.4,0,26.01,0,22.24,0,26.16,0,22.24,0,26.16,0,22.24,0,26.16,0,26.01,0,24.11,0,26.16,0,22.24,0,26.16,0,26.16,0,26.16,0,23.82,0,25.4,0,26.16,0,26.16,0,26.16,0,26.16,0,38.46,0,41.15,0,14.68,0,22.24,0,Ostomy face plate
A4362,,,D,OS,4.95,4.21,4.21,0,4.95,0,4.95,0,4.87,0,4.95,0,4.95,0,4.95,0,4.95,0,4.86,0,4.21,0,4.95,0,4.95,0,4.21,0,4.61,0,4.95,0,4.52,0,4.95,0,4.21,0,4.95,0,4.51,0,4.27,0,4.85,0,4.95,0,4.21,0,4.43,0,4.95,0,4.95,0,4.95,0,4.95,0,4.95,0,4.21,0,4.95,0,4.95,0,4.85,0,4.21,0,4.21,0,4.95,0,4.95,0,4.95,0,4.95,0,4.46,0,4.56,0,4.31,0,4.21,0,4.21,0,4.95,0,4.21,0,4.85,0,4.95,0,4.93,0,5.2,0,5,0,4.95,0,Solid skin barrier
A4363,,,D,OS,3.38,2.87,2.87,0,3.38,0,3.16,0,3.38,0,3.38,0,3.24,0,3.38,0,3.38,0,3.38,0,2.87,0,3.38,0,3.38,0,3.38,0,3.38,0,3.38,0,2.87,0,3.38,0,3.38,0,3.38,0,2.87,0,3.38,0,3.38,0,3.38,0,2.87,0,3.22,0,3.38,0,2.87,0,2.87,0,2.87,0,3.38,0,2.87,0,3.16,0,2.87,0,3.38,0,2.87,0,3.38,0,3.38,0,3.24,0,3.12,0,2.87,0,2.87,0,3.38,0,3.16,0,2.87,0,2.87,0,3.38,0,3.22,0,3.38,0,3.22,0,2.85,0,2.85,0,2.21,0,2.87,0,"Ostomy clamp, replacement"
A4364,,,D,OS,4.19,3.56,4.04,0,4.19,0,4.19,0,3.56,0,4.19,0,4.19,0,4.19,0,4.19,0,3.75,0,3.56,0,4.19,0,4.19,0,3.56,0,3.56,0,4.19,0,4.19,0,4.19,0,4.11,0,4.19,0,4.19,0,4.19,0,4.19,0,4.19,0,4.19,0,3.56,0,3.56,0,3.56,0,4.19,0,4.19,0,4.19,0,4.19,0,4.19,0,4.19,0,3.56,0,4.19,0,4.19,0,4.19,0,4.11,0,3.66,0,3.56,0,3.73,0,3.86,0,4.19,0,4.19,0,4.19,0,3.89,0,3.56,0,3.56,0,3.56,0,3.14,0,3.35,0,9.38,0,4.19,0,"Adhesive, liquid or equal"
A4366,,,D,OS,1.84,1.56,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,1.84,0,2.21,0,1.84,0,Ostomy vent
A4367,,,D,OS,10.49,8.92,9.48,0,9.95,0,10.49,0,9.95,0,10.49,0,10.49,0,10.49,0,10.49,0,10.49,0,9.6,0,9.62,0,9.82,0,10.08,0,10.49,0,10.49,0,10.49,0,9.46,0,9.44,0,10.49,0,10.49,0,8.92,0,10.49,0,10.49,0,8.92,0,10.38,0,8.92,0,10.38,0,10.49,0,10.06,0,10.49,0,10.36,0,10.49,0,9.75,0,10.49,0,10.49,0,10.49,0,10.49,0,10.49,0,9.77,0,10.49,0,8.92,0,9.7,0,10.49,0,10.46,0,8.92,0,9.7,0,10.49,0,10.49,0,10.38,0,10.03,0,10.72,0,10.44,0,9.75,0,Ostomy belt
A4368,,,D,OS,0.36,0.31,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.38,0,0.39,0,0.36,0,Ostomy filter
A4369,,,D,OS,3.46,2.94,3.46,0,3.46,0,2.94,0,2.94,0,3.46,0,3.46,0,3.46,0,3.46,0,3.46,0,3.46,0,2.94,0,2.94,0,3.46,0,3.46,0,2.94,0,3.46,0,3.46,0,3.46,0,3.46,0,3.46,0,3.46,0,3.46,0,2.94,0,3.46,0,2.94,0,3.46,0,2.94,0,2.94,0,3.46,0,3.46,0,3.46,0,2.94,0,3.46,0,3.46,0,3.46,0,2.94,0,3.46,0,3.46,0,3.46,0,2.94,0,3.46,0,3.46,0,2.94,0,3.46,0,3.46,0,2.94,0,3.46,0,3.46,0,2.94,0,2.56,0,2.56,0,4.02,0,3.46,0,Skin barrier liquid per oz
A4371,,,D,OS,5.2,4.42,5.2,0,5.2,0,5.12,0,5.12,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.12,0,5.12,0,5.2,0,5.2,0,5.12,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.12,0,5.2,0,5.12,0,5.2,0,5.12,0,5.12,0,5.2,0,5.2,0,5.2,0,5.12,0,5.2,0,5.2,0,5.2,0,5.12,0,5.2,0,5.2,0,5.2,0,5.12,0,5.2,0,5.2,0,5.12,0,5.2,0,5.2,0,5.12,0,5.2,0,5.2,0,5.12,0,5.12,0,5.12,0,6.1,0,5.2,0,Skin barrier powder per oz
A4372,,,D,OS,5.99,5.09,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,6.02,0,6.47,0,6.57,0,5.99,0,Skin barrier solid 4x4 equiv
A4373,,,D,OS,8.94,7.6,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,8.94,0,9.02,0,9.64,0,9.83,0,8.94,0,Skin barrier with flange
A4375,,,D,OS,24.47,20.8,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.47,0,24.68,0,26.42,0,26.91,0,24.47,0,Drainable plastic pch w fcpl
A4376,,,D,OS,67.81,57.64,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,67.81,0,68.47,0,73.24,0,74.6,0,67.81,0,Drainable rubber pch w fcplt
