HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
A4330,,,J,OS,10.01,8.51,10.01,0,9.14,0,10.01,0,9.64,0,10.01,0,10.01,0,10.01,0,10.01,0,10.01,0,10.01,0,10.01,0,9.68,0,9.68,0,8.51,0,10.01,0,10.01,0,9.14,0,10.01,0,9.68,0,10.01,0,10.01,0,9.51,0,10.01,0,8.51,0,8.51,0,9.97,0,10.01,0,10.01,0,10.01,0,10.01,0,8.51,0,10.01,0,8.51,0,8.51,0,8.51,0,9.68,0,10.01,0,9.47,0,9.99,0,10.01,0,8.51,0,9.89,0,8.51,0,8.51,0,10.01,0,10.01,0,9.89,0,8.51,0,10.01,0,9.75,0,10.38,0,1.72,0,8.51,0,Stool collection pouch
A4331,,,J,OS,4.44,3.77,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.44,0,4.47,0,4.85,0,5.36,0,4.44,0,Extension drainage tubing
A4332,,,J,OS,0.15,0.13,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.15,0,0.16,0,0.23,0,0.15,0,Lube sterile packet
A4333,,,J,OS,3.1,2.64,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,3.1,0,4.01,0,4.31,0,3.39,0,3.1,0,Urinary cath anchor device
A4334,,,J,OS,6.87,5.84,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,6.87,0,3.72,0,3.95,0,7.59,0,6.87,0,Urinary cath leg strap
A4336,,,J,OS,2.01,1.71,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.01,0,2.19,0,2.01,0,Urethral insert
A4338,,,J,OS,17.14,14.57,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,16.51,0,17.14,0,14.74,0,17.14,0,14.57,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,14.74,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,15.18,0,17.14,0,17.14,0,17.14,0,14.74,0,14.57,0,17.14,0,14.57,0,17.14,0,14.57,0,17.14,0,14.74,0,16.26,0,17.14,0,17.14,0,15.09,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,17.14,0,17.33,0,18.51,0,18.91,0,14.57,0,Indwelling catheter latex
A4340,,,J,OS,44.36,37.71,44.21,0,44.36,0,44.36,0,39.22,0,44.36,0,44.36,0,44.36,0,44.36,0,44.36,0,37.87,0,42.4,0,44.36,0,37.71,0,37.71,0,37.71,0,38.17,0,44.36,0,44.36,0,44.36,0,44.36,0,37.71,0,37.71,0,40.62,0,37.71,0,37.71,0,37.71,0,44.36,0,37.71,0,42.4,0,44.36,0,40.46,0,37.71,0,44.36,0,37.71,0,40.46,0,44.36,0,44.36,0,44.36,0,37.71,0,44.36,0,44.36,0,44.36,0,37.71,0,44.36,0,44.36,0,44.36,0,44.36,0,37.71,0,44.36,0,39.61,0,42.34,0,48.78,0,44.36,0,Indwelling catheter special
A4341,,,D,OS,340.93,289.79,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,340.93,0,Iduc valve pat inst repl
A4342,,,D,OS,860.84,731.71,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,860.84,0,Iduc valve sply repl
A4344,,,J,OS,22.36,19.01,22.11,0,22.36,0,22.36,0,22.36,0,22.15,0,19.01,0,19.01,0,19.01,0,22.36,0,19.01,0,22.36,0,19.01,0,19.21,0,22.36,0,22.36,0,22.36,0,22.36,0,21.24,0,21.5,0,22.36,0,22.36,0,21.42,0,20.26,0,20.46,0,19.01,0,20.06,0,22.36,0,22.36,0,22.36,0,19.01,0,22.36,0,22.36,0,22.36,0,22.36,0,22.36,0,22.36,0,19.01,0,19.65,0,19.87,0,21.43,0,20.47,0,19.01,0,19.01,0,22.36,0,22.36,0,22.36,0,22.36,0,22.36,0,19.01,0,25.19,0,26.91,0,38.02,0,22.36,0,Cath indw foley 2 way silicn
A4346,,,J,OS,27.36,23.26,27.36,0,23.26,0,26.9,0,26.54,0,27.36,0,27.36,0,23.81,0,23.81,0,27.36,0,23.26,0,27.36,0,23.26,0,27.36,0,27.36,0,27.36,0,27.36,0,27.36,0,27.36,0,27.08,0,23.26,0,27.36,0,27.36,0,23.26,0,24.25,0,24.92,0,23.26,0,27.36,0,27.36,0,23.26,0,23.81,0,27.36,0,26.9,0,24.8,0,27.36,0,27.36,0,27.36,0,23.81,0,23.26,0,23.26,0,27.36,0,27.36,0,23.26,0,27.36,0,27.36,0,23.26,0,23.26,0,27.17,0,27.36,0,27.36,0,26.79,0,28.66,0,24.16,0,24.8,0,Cath indw foley 3 way
A4349,,,J,OS,2.81,2.39,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.81,0,2.9,0,3.15,0,3.15,0,2.81,0,Disposable male external cat
A4351,,,J,OS,2.53,2.15,2.53,0,2.38,0,2.53,0,2.15,0,2.15,0,2.53,0,2.41,0,2.41,0,2.53,0,2.52,0,2.53,0,2.15,0,2.53,0,2.15,0,2.53,0,2.15,0,2.38,0,2.53,0,2.53,0,2.53,0,2.53,0,2.53,0,2.53,0,2.34,0,2.15,0,2.15,0,2.15,0,2.53,0,2.53,0,2.41,0,2.53,0,2.53,0,2.15,0,2.38,0,2.53,0,2.53,0,2.41,0,2.53,0,2.53,0,2.15,0,2.15,0,2.53,0,2.15,0,2.27,0,2.53,0,2.53,0,2.53,0,2.38,0,2.15,0,1.58,0,1.66,0,2.07,0,2.15,0,Straight tip urine catheter
A4352,,,J,OS,8.97,7.62,8.97,0,7.62,0,8.97,0,8.97,0,8.71,0,8.97,0,8.97,0,8.97,0,7.62,0,8.81,0,8.97,0,8.97,0,7.62,0,7.62,0,8.97,0,7.62,0,7.62,0,8.97,0,8.97,0,8.97,0,7.62,0,7.62,0,8.97,0,8.97,0,7.62,0,8.27,0,7.62,0,8.97,0,8.97,0,8.97,0,7.66,0,8.97,0,8.97,0,7.62,0,7.66,0,8.97,0,8.97,0,7.62,0,8.97,0,7.62,0,7.62,0,8.93,0,7.62,0,8.97,0,8.97,0,8.97,0,7.62,0,7.62,0,7.62,0,14.02,0,14.97,0,10.86,0,8.97,0,Coude tip urinary catheter
A4353,,,J,OS,9.79,8.32,9.79,0,9.79,0,9.79,0,9.79,0,9.79,0,9.77,0,9.77,0,9.77,0,9.77,0,9.79,0,9.79,0,9.79,0,9.77,0,9.79,0,9.79,0,9.79,0,9.79,0,9.77,0,9.77,0,9.77,0,9.79,0,9.79,0,9.79,0,9.79,0,9.79,0,9.79,0,9.79,0,9.79,0,9.77,0,9.77,0,9.79,0,9.79,0,9.77,0,9.77,0,9.79,0,9.79,0,9.77,0,9.77,0,9.79,0,9.79,0,9.79,0,9.77,0,9.79,0,9.77,0,9.77,0,9.79,0,9.79,0,9.77,0,9.79,0,9.86,0,10.54,0,10.75,0,9.79,0,Intermittent urinary cath
A4354,,,J,OS,16.5,14.03,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.33,0,16.33,0,14.03,0,14.03,0,16.5,0,15.51,0,16.5,0,16.26,0,16.5,0,16.5,0,16.5,0,16.5,0,14.21,0,16.5,0,14.22,0,16.5,0,16.5,0,16.5,0,14.03,0,16.5,0,14.03,0,16.5,0,14.03,0,16.33,0,15.12,0,16.5,0,14.03,0,16.5,0,15.84,0,14.03,0,16.33,0,16.5,0,16.5,0,16.15,0,16.5,0,16.5,0,14.03,0,14.03,0,14.03,0,14.03,0,16.26,0,16.5,0,14.03,0,25.02,0,26.77,0,24.73,0,14.03,0,Cath insertion tray w/bag
A4355,,,J,OS,12.46,10.59,11.59,0,12.46,0,11,0,12.46,0,12.46,0,12.46,0,12.46,0,12.46,0,10.59,0,11.34,0,12.32,0,10.59,0,12.46,0,12.46,0,12.32,0,12.46,0,12.46,0,10.59,0,12.46,0,10.59,0,12.46,0,12.46,0,12.32,0,12.46,0,11.19,0,12.46,0,10.59,0,12.32,0,10.59,0,12.46,0,10.59,0,11,0,12.46,0,12.46,0,10.59,0,12.46,0,12.46,0,12.46,0,11.64,0,10.59,0,12.46,0,12.46,0,10.59,0,12.46,0,10.59,0,12.46,0,12.46,0,12.28,0,10.59,0,12.58,0,13.42,0,33.04,0,12.46,0,Bladder irrigation tubing
A4356,,,J,OS,63.75,54.19,63.75,0,63.75,0,59.8,0,63.75,0,54.19,0,63.75,0,63.75,0,63.75,0,63.75,0,63.75,0,60.55,0,54.19,0,63.75,0,63.75,0,63.1,0,63.75,0,63.75,0,54.19,0,62.46,0,54.19,0,63.75,0,63.75,0,63.75,0,58.14,0,60.55,0,63.38,0,63.75,0,61.12,0,54.19,0,63.75,0,63.75,0,54.98,0,54.19,0,63.75,0,54.19,0,59.29,0,63.75,0,54.19,0,58.87,0,63.75,0,63.75,0,54.19,0,63.75,0,54.19,0,54.19,0,54.19,0,63.75,0,63.75,0,54.19,0,72.93,0,77.95,0,46.05,0,54.19,0,Ext ureth clmp or compr dvc
A4357,,,J,OS,13.57,11.53,13.57,0,13.57,0,13.5,0,13.57,0,13.57,0,13.04,0,12.85,0,12.85,0,13.57,0,11.53,0,12.75,0,11.53,0,13.57,0,13.57,0,13.34,0,11.53,0,13.57,0,11.53,0,13.57,0,11.53,0,13.57,0,13.57,0,13.57,0,11.53,0,11.53,0,13.57,0,13.57,0,13.25,0,13.57,0,12.85,0,11.53,0,13.57,0,13.57,0,13.57,0,11.53,0,13.57,0,12.85,0,11.53,0,13.57,0,13.57,0,11.53,0,11.53,0,11.53,0,12.02,0,11.53,0,13.57,0,13.57,0,13.57,0,13.57,0,14.12,0,15.09,0,13.69,0,13.57,0,Bedside drainage bag
A4358,,,J,OS,9.27,7.88,8.69,0,9.27,0,8.23,0,9.14,0,9.27,0,9.27,0,9.27,0,9.27,0,9.27,0,9.07,0,7.88,0,7.88,0,9.27,0,7.88,0,9.27,0,7.88,0,9.27,0,9.27,0,9.27,0,8.26,0,8.19,0,9.14,0,7.97,0,8.26,0,8.88,0,9.27,0,9.27,0,9.27,0,7.88,0,9.27,0,9.27,0,9.27,0,8.76,0,9.27,0,9.27,0,8.16,0,9.27,0,9.27,0,7.88,0,7.88,0,7.88,0,7.88,0,9.15,0,9.27,0,9.27,0,9.02,0,9.27,0,9.27,0,9.27,0,9.21,0,9.84,0,7.76,0,8.76,0,Urinary leg or abdomen bag
A4360,,,D,OS,0.69,0.59,0.69,0,0.69,0,0.66,0,0.69,0,0.59,0,0.69,0,0.69,0,0.69,0,0.69,0,0.69,0,0.66,0,0.59,0,0.69,0,0.69,0,0.69,0,0.69,0,0.69,0,0.59,0,0.67,0,0.59,0,0.69,0,0.69,0,0.69,0,0.62,0,0.66,0,0.69,0,0.69,0,0.66,0,0.59,0,0.69,0,0.69,0,0.59,0,0.59,0,0.69,0,0.59,0,0.62,0,0.69,0,0.59,0,0.62,0,0.69,0,0.69,0,0.59,0,0.69,0,0.59,0,0.59,0,0.59,0,0.69,0,0.69,0,0.59,0,0.88,0,0.92,0,0.49,0,0.59,0,Disposable ext urethral dev
A4361,,,D,OS,25.65,21.8,25.65,0,25,0,25.65,0,25.65,0,24.9,0,21.8,0,25.5,0,25.5,0,25.65,0,22.55,0,21.8,0,25.65,0,25.65,0,25.65,0,21.8,0,25.65,0,21.8,0,24.9,0,21.8,0,24.9,0,25.65,0,25.65,0,21.8,0,25.65,0,25.65,0,25.65,0,25.65,0,21.8,0,24.9,0,25.5,0,21.8,0,25.65,0,21.8,0,25.65,0,21.8,0,25.65,0,25.5,0,23.64,0,25.65,0,21.8,0,25.65,0,25.65,0,25.65,0,23.35,0,24.9,0,25.65,0,25.65,0,25.65,0,25.65,0,37.71,0,40.34,0,14.39,0,21.8,0,Ostomy face plate
A4362,,,D,OS,4.85,4.12,4.12,0,4.85,0,4.85,0,4.77,0,4.85,0,4.85,0,4.85,0,4.85,0,4.76,0,4.12,0,4.85,0,4.85,0,4.12,0,4.52,0,4.85,0,4.43,0,4.85,0,4.12,0,4.85,0,4.42,0,4.19,0,4.75,0,4.85,0,4.12,0,4.34,0,4.85,0,4.85,0,4.85,0,4.85,0,4.85,0,4.12,0,4.85,0,4.85,0,4.75,0,4.12,0,4.12,0,4.85,0,4.85,0,4.85,0,4.85,0,4.37,0,4.47,0,4.23,0,4.12,0,4.12,0,4.85,0,4.12,0,4.75,0,4.85,0,4.83,0,5.1,0,4.9,0,4.85,0,Solid skin barrier
A4363,,,D,OS,3.31,2.81,2.81,0,3.31,0,3.1,0,3.31,0,3.31,0,3.18,0,3.31,0,3.31,0,3.31,0,2.81,0,3.31,0,3.31,0,3.31,0,3.31,0,3.31,0,2.81,0,3.31,0,3.31,0,3.31,0,2.81,0,3.31,0,3.31,0,3.31,0,2.81,0,3.16,0,3.31,0,2.81,0,2.81,0,2.81,0,3.31,0,2.81,0,3.1,0,2.81,0,3.31,0,2.81,0,3.31,0,3.31,0,3.18,0,3.06,0,2.81,0,2.81,0,3.31,0,3.1,0,2.81,0,2.81,0,3.31,0,3.16,0,3.31,0,3.16,0,2.79,0,2.79,0,2.17,0,2.81,0,"Ostomy clamp, replacement"
A4364,,,D,OS,4.11,3.49,3.96,0,4.11,0,4.11,0,3.49,0,4.11,0,4.11,0,4.11,0,4.11,0,3.68,0,3.49,0,4.11,0,4.11,0,3.49,0,3.49,0,4.11,0,4.11,0,4.11,0,4.03,0,4.11,0,4.11,0,4.11,0,4.11,0,4.11,0,4.11,0,3.49,0,3.49,0,3.49,0,4.11,0,4.11,0,4.11,0,4.11,0,4.11,0,4.11,0,3.49,0,4.11,0,4.11,0,4.11,0,4.03,0,3.59,0,3.49,0,3.66,0,3.78,0,4.11,0,4.11,0,4.11,0,3.81,0,3.49,0,3.49,0,3.49,0,3.08,0,3.28,0,9.2,0,4.11,0,"Adhesive, liquid or equal"
A4366,,,D,OS,1.8,1.53,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,2.17,0,1.8,0,Ostomy vent
A4367,,,D,OS,10.28,8.74,9.29,0,9.75,0,10.28,0,9.75,0,10.28,0,10.28,0,10.28,0,10.28,0,10.28,0,9.41,0,9.43,0,9.63,0,9.88,0,10.28,0,10.28,0,10.28,0,9.27,0,9.25,0,10.28,0,10.28,0,8.74,0,10.28,0,10.28,0,8.74,0,10.18,0,8.74,0,10.18,0,10.28,0,9.86,0,10.28,0,10.16,0,10.28,0,9.56,0,10.28,0,10.28,0,10.28,0,10.28,0,10.28,0,9.58,0,10.28,0,8.74,0,9.51,0,10.28,0,10.25,0,8.74,0,9.51,0,10.28,0,10.28,0,10.18,0,9.83,0,10.51,0,10.24,0,9.56,0,Ostomy belt
A4368,,,D,OS,0.35,0.3,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.37,0,0.38,0,0.35,0,Ostomy filter
A4369,,,D,OS,3.39,2.88,3.39,0,3.39,0,2.88,0,2.88,0,3.39,0,3.39,0,3.39,0,3.39,0,3.39,0,3.39,0,2.88,0,2.88,0,3.39,0,3.39,0,2.88,0,3.39,0,3.39,0,3.39,0,3.39,0,3.39,0,3.39,0,3.39,0,2.88,0,3.39,0,2.88,0,3.39,0,2.88,0,2.88,0,3.39,0,3.39,0,3.39,0,2.88,0,3.39,0,3.39,0,3.39,0,2.88,0,3.39,0,3.39,0,3.39,0,2.88,0,3.39,0,3.39,0,2.88,0,3.39,0,3.39,0,2.88,0,3.39,0,3.39,0,2.88,0,2.51,0,2.51,0,3.94,0,3.39,0,Skin barrier liquid per oz
A4371,,,D,OS,5.1,4.34,5.1,0,5.1,0,5.02,0,5.02,0,5.1,0,5.1,0,5.1,0,5.1,0,5.1,0,5.1,0,5.02,0,5.02,0,5.1,0,5.1,0,5.02,0,5.1,0,5.1,0,5.1,0,5.1,0,5.1,0,5.1,0,5.1,0,5.02,0,5.1,0,5.02,0,5.1,0,5.02,0,5.02,0,5.1,0,5.1,0,5.1,0,5.02,0,5.1,0,5.1,0,5.1,0,5.02,0,5.1,0,5.1,0,5.1,0,5.02,0,5.1,0,5.1,0,5.02,0,5.1,0,5.1,0,5.02,0,5.1,0,5.1,0,5.02,0,5.02,0,5.02,0,5.98,0,5.1,0,Skin barrier powder per oz
A4372,,,D,OS,5.87,4.99,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.87,0,5.9,0,6.34,0,6.44,0,5.87,0,Skin barrier solid 4x4 equiv
A4373,,,D,OS,8.76,7.45,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.76,0,8.84,0,9.45,0,9.64,0,8.76,0,Skin barrier with flange
A4375,,,D,OS,23.99,20.39,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,23.99,0,24.2,0,25.9,0,26.38,0,23.99,0,Drainable plastic pch w fcpl
A4376,,,D,OS,66.48,56.51,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,66.48,0,67.13,0,71.8,0,73.14,0,66.48,0,Drainable rubber pch w fcplt
A4377,,,D,OS,5.99,5.09,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,5.99,0,6.05,0,6.5,0,6.59,0,5.99,0,Drainable plstic pch w/o fp
A4378,,,D,OS,42.96,36.52,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,42.96,0,43.37,0,46.38,0,47.23,0,42.96,0,Drainable rubber pch w/o fp
A4379,,,D,OS,20.98,17.83,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,20.98,0,21.21,0,22.69,0,23.09,0,20.98,0,Urinary plastic pouch w fcpl
